iou,groundwater_cost,electricity_price_pilot,groundwater_use_backchecks,groundwater_use,groundwater_use_v2,survey_price
1,412.7152,41.11382,,44874.22,9577.264,10.22105
1,323.5717,38.40588,11905.89,135254.8,11637.68,10.61995
1,131.5662,51.21265,16714.87,81022.05,16507.67,6.770586
1,159.6614,24.07105,,199131.2,15741.27,42.84797
1,517.2369,47.28495,7069.551,8051.826,6998.224,65.18151
1,223.5103,85.13151,14405.17,227142.3,14261.48,9.022604
1,128.2099,48.22747,,268225.8,16740,.9029604
1,69.72264,22.64753,,22237.36,17976.48,28.82205
1,113.7236,11.25579,,255036.8,16991.35,10.89714
1,234.9189,87.57558,14123.76,203569,13889.34,30.69817
1,382.4101,31.9105,,139433,10127.76,27.52799
1,295.3771,145.8765,12624.56,79024.61,12564.63,12.08752
1,564.7847,202.6554,5884.417,64834.08,5683.146,22.48645
1,174.1888,12.15617,,149247.8,15584.66,-2.463104
1,336.9829,195.6515,,153960.6,11510.6,20.50142
1,622.829,57.66233,,53360.17,4153.351,49.61546
1,447.6423,254.9523,,58842.63,8579.081,16.48959
1,67.38005,18.40209,18321.95,199191.2,18314.58,10.74424
1,146.7869,48.65793,,72806.85,16055.38,5.865198
1,309.5429,101.6988,,132039.4,12262.31,22.10129
1,263.8541,128.9972,,47420.51,13346.26,23.34634
1,204.5332,71.84666,14895.34,202161.7,14660.2,13.96558
1,427.1412,135.6784,9318.645,21859.94,9307.737,41.41975
1,247.2836,113.1935,13822.52,48746.09,13548.05,29.86934
1,444.5883,145.9414,,138589.8,8728.604,14.59407
1,230.5786,145.3402,,110114,13969.21,24.82432
1,282.3436,105.2236,,68286.93,12883.59,19.25362
1,204.5079,41.71013,,34429.29,14775.15,9.50242
1,134.9822,59.82358,16621.45,147036.3,16486.57,15.08417
1,293.3472,39.64326,,143502.8,12595.23,4.849698
1,132.3881,14.17165,,26113.29,16546.84,-1.561798
1,414.1167,119.6073,,49857.52,9313.422,4.964165
1,251.2052,134.9501,13718.47,91364.14,13655.54,20.22774
1,369.4859,186.4312,,85877.74,10591.77,14.09008
1,281.4532,71.4746,,110387.1,12837.85,5.797439
1,430.7466,321.1414,,49947.4,9044.529,15.76725
1,175.456,49.61204,15612.74,68015.01,15439.83,10.41971
1,535.4673,200.9907,6612.074,60371.77,6288.314,54.29344
1,129.8162,25.66969,16755.83,25522.62,16619.76,8.25137
1,324.3168,109.9373,,128369.5,11570.82,12.2228
1,563.2144,93.94112,,85355.99,5856.101,47.5593
1,71.60214,3.792023,,68975.52,17968.95,21.48399
1,384.0825,59.92523,,17882.25,10313.13,27.92306
1,125.6556,54.4685,,191817.5,16584.08,-17.0283
1,494.0917,148.6563,7651.932,19595.2,7328.252,46.13885
1,40.61823,1.729553,,295705.1,18756.61,14.99746
1,233.8046,125.0305,,45929.33,14030.72,23.49047
1,84.84739,4.215064,,82109.64,17676.77,-23.84414
1,129.1373,40.50393,,137358.3,16606.33,6.222683
1,341.0535,203.1392,,98649.56,11247.33,20.14285
1,234.8876,82.59572,,173475.5,14092.78,6.335215
1,415.4391,86.21445,,70626.02,9542.789,15.05249
1,343.3344,70.71184,11412.28,159865.4,11102.53,33.98649
1,293.96,163.2117,,43999.62,12579.13,13.30614
1,429.2992,42.83615,,35328.88,9017.067,37.25263
1,131.1588,8.387769,,196343.1,16433.68,-2.36435
1,263.6702,51.5345,,46971.95,13221.25,23.3276
1,561.5276,62.37785,,77414.29,5764.82,40.52514
1,249.6112,36.88964,,93462.89,13668.57,14.11149
1,281.1575,99.06033,,90069.7,12954.26,15.87157
1,263.1212,27.57546,13423.45,83513.8,13273.17,2.84319
1,431.4095,65.68628,,98523.28,8940.277,.2129615
1,133.6145,60.57435,16672.25,220636.6,16624.61,-1.27937
1,581.7053,215.7224,5464.982,61111.86,5230.669,33.025
1,370.5491,49.42247,,125082.4,10587.05,34.3876
1,231.2689,60.58706,,193282.2,13916.27,21.54627
1,309.2358,35.94615,,31958.8,12190.86,44.77635
1,518.0262,319.178,7056.602,71188.9,6972.493,29.05402
1,132.9729,22.70886,,223172.4,16619.7,-2.113081
1,576.8345,129.3754,,30659.56,5534.534,38.19876
1,356.9625,122.31,,60909.75,10968.92,22.45737
1,264.6561,86.88616,,90961.8,13365.6,21.25353
1,115.8558,9.600827,,233748.2,16939.77,4.715866
1,134.0303,22.18856,,179709.4,16341.65,11.0023
1,370.418,59.39763,10740.87,155541.5,10671.43,28.15722
1,163.4286,40.35847,,211178,15586.29,-21.43458
1,319.8215,20.66394,,157261.6,11873.79,26.17961
1,267.5229,109.9253,,56929.42,13123.96,7.766079
1,326.5784,23.71539,,25962.56,11775.51,34.2756
1,311.2111,157.4775,,73582.73,11910.56,28.92073
1,460.219,183.4075,,99359.35,8327.375,44.31175
1,99.84096,28.1294,,181886.5,17486.64,-5.820681
1,311.3399,19.61341,,141400.1,12002.82,5.530499
1,131.5703,19.69982,16701.66,40345.63,16474.06,23.11434
1,40.4132,9.961415,,254901.5,18659.81,7.177443
1,612.7997,117.5288,,56123.21,4463.486,56.46251
1,132.3006,36.62968,,85623.21,16505.98,2.434113
1,459.2494,193.411,,45923.75,8383.556,36.44105
1,400.4679,57.64646,,57122.12,9967.62,35.93636
1,416.6222,78.40174,,57984.57,9365.668,38.81291
1,384.6036,93.35059,,55286.28,10352.29,32.4523
1,130.8064,30.80051,,183303.1,16725.78,24.63318
1,129.5116,8.503061,16770.36,91627.63,16736.29,13.03388
1,251.9146,70.96485,,17916.89,13517.85,27.98002
1,132.6981,14.45194,,231975,16609.09,-13.20993
1,702.2099,78.6154,2443.922,4197.749,2244.997,8.61052
1,355.258,34.17198,,72243.95,11117.35,37.346
1,215.5278,32.32417,14612.72,51127.58,14315.45,9.606758
1,131.0383,25.04913,,63440.98,16382.91,17.00134
1,296.9736,81.89971,12575.54,62894.7,12367.03,13.40219
1,141.4983,26.85418,,68541.08,16168.92,-6.167833
1,474.9654,65.2232,,22408.89,7795.801,19.52095
1,503.929,238.1994,7398.152,102516.8,7062.62,63.0318
1,41.21395,3.045685,18974.72,126439.3,18656.41,-2.134591
1,386.0487,69.1102,10350.25,126411.6,10054.23,-4.768455
1,54.80923,10.51042,,66667.35,18621.11,-20.0977
1,329.6068,113.821,,164331.8,11492.65,6.427273
1,433.4816,91.72984,9165.583,101840.6,8853.292,11.7148
1,310.6461,156.0635,,129504.2,11956.93,30.48822
1,131.4166,12.27013,,216472,16404.11,1.337007
1,564.5352,446.7921,,9277.263,5727.779,39.25687
1,201.6901,72.76903,,236389.1,14721.71,-5.531489
1,204.818,27.75764,14887.62,118735.4,14585.58,9.934945
1,103.3584,8.518729,,265036.8,17076.74,18.65379
1,169.5985,26.30403,,149774.5,15555.57,25.92416
1,262.6449,17.06693,13427.92,137941.2,13409.65,33.75394
1,278.4321,64.69118,,122531.5,12908.51,6.005774
1,506.6103,222.0095,,14070.08,6996.622,28.0584
1,129.1736,24.6399,,238626.7,16777.02,-.9735279
1,99.16213,27.42876,17515.21,274269.4,17181.16,11.8669
1,491.1432,80.92337,7718.712,59266.23,7661.364,22.67932
1,265.959,105.0204,,187920.5,13126.01,28.25955
1,85.28726,13.78747,,196806.3,17826,-.5972138
1,640.3616,313.4927,3998.368,15422.65,3751.574,47.55348
1,265.4781,42.26889,,30633.47,13292.67,15.89479
1,322.8194,27.98784,,33599.81,11780.33,28.91899
1,264.9096,52.86442,,116259.6,13100.56,15.46528
1,416.3636,38.78757,9598.967,28369.64,9427.038,37.97333
1,275.4714,77.43678,,113360.4,12907.01,16.96038
1,117.1871,25.79633,17071.77,177570.4,17042.38,17.90791
1,56.31651,7.866857,18594.03,59961.06,18399.18,-1.980118
1,231.9395,117.7371,,137828.3,13878.08,6.080997
1,131.4087,48.40903,,22089.63,16583.54,4.174742
1,340.9705,133.1987,,183302.2,11454,12.77895
1,159.3229,60.42519,16021.59,83363.64,15682.2,-7.056445
1,43.11709,3.895064,,56285.29,18689.56,5.670183
1,218.5697,24.55577,,229172.4,14464.75,26.17749
1,130.6954,126.5532,,226406.9,16685.48,31.75887
1,310.2255,121.6626,,40904.37,12002.54,18.24911
1,308.4506,230.0829,12296.28,158889.7,12110.83,12.58068
1,145.4667,72.55968,16361.87,88919.93,16166.35,4.736814
1,187.9021,48.49129,15297.68,230085.2,14998.78,23.20879
1,400.889,213.6682,,28488.84,9793.446,21.62673
1,344.0158,235.9155,11399.49,172111.3,11259.22,16.22484
1,403.1206,51.67035,,58234.62,9906.028,29.6343
1,431.8979,149.5066,9202.559,119609,8992.95,6.50148
1,324.9272,49.46954,11879.4,86421.38,11846.43,24.55325
1,234.444,16.11519,14149.76,49432.07,14127.47,8.897395
1,185.6036,60.23254,,207692.9,15126.09,10.41954
1,264.4478,39.87345,,89600.52,13134.23,17.86222
1,341.8412,89.41814,,79509.01,11153.13,6.383627
1,88.56413,6.311199,,65415.54,17609.94,-.6386703
1,207.2361,32.37542,14822.16,137659.2,14815.53,17.64594
1,130.5822,27.20565,,130763.5,16539.89,-9.959313
1,446.0671,32.211,8847.234,125898.7,8536.238,4.80798
1,311.0612,137.1418,12224.17,181862.2,11949.87,2.760071
1,357.3651,36.9448,,162761.5,10777.78,20.02536
1,385.6896,230.4498,,83697.7,10027.07,38.90222
1,143.7632,23.30901,16408.42,84228.28,16345.19,19.94757
1,249.0376,89.04086,,130123.1,13744.96,10.71205
1,205.4732,25.78559,,126185.4,14686.88,22.08879
1,128.1826,36.2651,16794.42,265750.2,16688.27,18.72342
1,478.7168,57.92089,,77229.66,7779.879,38.01839
1,248.1884,114.5036,,108133.2,13606.08,5.942126
1,280.8382,55.72036,,73237.2,12903.06,4.218688
1,114.5575,10.38358,,156279.3,17082.42,-1.159144
1,129.6289,31.68573,,243715.5,16672.97,-2.156382
1,145.92,24.9619,,17563.39,16020,14.76946
1,233.6986,63.43786,,54955.07,14133.42,41.22716
1,96.98185,57.70603,17576.21,88891.91,17465.84,2.330335
1,160.8953,35.19218,15983.36,56419.88,15943.42,12.53194
1,160.0742,38.71066,,157403.6,15768.33,-18.80199
1,323.1499,94.01185,,87574.95,11725.29,28.6047
1,250.9104,91.39537,,69864.79,13530.75,15.51792
1,206.3023,60.34478,,210558.9,14813.05,2.223827
1,378.4377,161.2322,10541.44,73889.17,10361.33,36.41042
1,127.5692,7.399523,,31446.73,16694.08,6.460715
1,128.1343,27.37106,,55166.76,16784.37,15.64206
1,127.8801,48.92245,16802.55,163222.7,16784.27,-1.188038
1,400.7859,109.33,,126903.1,9937.294,9.007325
1,595.7186,245.3425,5105.655,53577.62,5068.397,39.14558
1,130.8245,24.40911,16727.52,133109.4,16711.39,12.57812
1,134.8884,25.41028,16631.93,140052.1,16537.15,15.16769
1,191.7028,38.45303,,32179.39,15193.01,3.013812
1,336.6204,41.95522,,147522.4,11321.27,6.86176
1,626.3607,82.43998,4337.564,52831.12,4199.572,24.48118
1,655.0475,212.9942,3620.108,39720.73,3332.691,36.23803
1,161.9165,10.89248,,156235.2,15668.32,38.13686
1,429.4809,115.1847,,26314.25,9048.572,11.83953
1,221.604,54.29804,,100219.5,14240.93,21.40942
1,522.0743,71.32004,,14990.49,6804.497,35.70667
1,240.1302,90.16379,13997.58,53489.62,13899.22,28.88032
1,204.7722,39.84474,,153545.5,14643.17,19.85186
1,81.86201,5.7172,,101245.3,17663.1,-9.77613
1,339.7065,62.8103,,64096.45,11390.43,17.37155
1,189.4438,56.49384,,224755.8,15233.64,-1.305422
1,399.0474,231.5883,10017.21,102972.9,9757.96,38.5023
1,386.4773,161.0777,,18547.61,10068.24,21.75983
1,430.134,140.2807,9244.396,114450.4,9209.257,21.21704
1,130.9539,47.59614,,239433.8,16574.98,-3.898499
1,355.4664,229.4861,,144838.6,10891.6,8.392385
1,548.2998,163.0823,,82273.48,6259.62,42.64724
1,178.2521,18.0567,15540.77,91875.55,15482.99,4.152925
1,66.56641,31.75025,,226832.3,18090.9,-4.751899
1,252.9648,23.97101,,182235.7,13413.85,-7.411631
1,128.8377,54.47422,16778.5,151398.5,16489.57,-8.368991
1,357.9335,52.10513,11056.02,11559.03,10910.86,32.53019
1,462.6943,301.5341,,40142.65,8087.552,35.47273
1,473.7138,348.5531,,39296.36,7825.42,51.26498
1,473.3673,84.46323,,116024,7922.915,43.11866
1,413.477,170.941,,47205.02,9530.584,45.66187
1,114.7041,18.77414,,241896.9,16817.08,27.57187
1,209.1879,52.4388,14777.08,142263.7,14720.24,20.41199
1,342.7799,144.4156,11433.76,131366.3,11333.01,-4.865555
1,345.8423,124.721,11354.86,53757.74,11082.77,10.47286
1,431.993,96.90419,9202.528,51834.32,9130.682,44.54064
1,129.5053,21.4057,,181392,16759.61,.0526943
1,37.41075,2.33922,19060.9,206971.8,19040.85,-5.039649
1,535.6948,43.22626,6610.705,85345.06,6382.035,39.22126
1,325.9435,252.1444,11851.78,16226.86,11767.01,36.935
1,353.9631,209.493,,126797.5,10943.99,25.48369
1,280.0901,112.7768,,17707.02,12964.34,17.80569
1,761.38,76.51572,,7437.871,672.2252,47.03447
1,358.5712,142.4893,,47522.73,10836.74,23.4799
1,279.2388,63.82016,,149910,12815.26,28.64573
1,448.9698,206.1976,,108633.2,8618.906,6.775172
1,205.8236,46.76134,,224870.2,14554.16,32.0952
1,357.5354,136.098,,169493.6,10732.39,21.75768
1,521.9815,91.59808,6948.145,22673.06,6724.145,32.47462
1,323.0386,46.81601,,31862.1,11602.73,13.56629
1,506.6837,41.51331,,50291.28,7126.189,44.43104
1,40.90192,4.432271,,165444.8,18679.56,29.15627
1,385.6515,148.7839,,41837.35,10180.15,22.17774
1,730.0063,281.3094,,24863.12,1451.528,65.98031
1,236.8909,60.43882,,43024.65,14016.33,16.60762
1,157.7367,33.41891,,30610.56,16044.98,21.00778
1,234.8828,88.03338,14123.61,76788.01,14119.53,38.75861
1,522.8,203.4271,6921.375,54574.11,6806.066,26.42855
1,129.2309,40.01317,,69314.32,16427.44,9.545633
1,42.51312,1.106736,18938.13,125534.1,18697.64,12.1586
1,658.3958,253.4471,,45275.99,3364.406,57.369
1,656.7806,172.4713,3574.608,19531.44,3440.176,27.0928
1,218.518,13.52414,14535.38,182660.3,14451.2,15.17879
1,447.3442,156.3633,8821.423,104926.2,8554.497,16.94178
1,266.9622,244.0037,13321.85,50056.03,13011.16,26.16035
1,386.6649,240.9615,10341.72,72599.88,10201.68,30.56036
1,403.1649,83.70158,,22307.12,9875.189,8.737862
1,299.4436,76.48097,,62149.73,12496.7,23.96919
1,626.8454,88.36287,,23657.79,4118.596,61.72253
1,398.6327,170.7457,,133011.5,9891.622,17.19562
1,129.3336,8.917559,16765.1,211460.6,16746.29,-8.709046
1,263.794,40.71167,,81514.12,13341.22,24.78595
1,445.0368,47.6455,8863.938,117495.4,8741.025,16.54646
1,596.7,54.94001,,44936.5,5010.91,38.47467
1,444.6745,194.3042,8885.949,96194.21,8775.051,19.60418
1,263.2546,79.79196,,208042.5,13375.84,1.178403
1,70.28996,6.455832,,50200.46,17945.58,4.839688
1,234.589,125.5846,14137.58,56994.94,14052.4,8.954204
1,127.8096,12.15042,16804.83,148063,16640.63,19.62137
1,355.5845,51.73036,,168482.5,11065.16,42.28443
1,292.9573,92.2486,12678.17,170272.7,12616.51,5.450111
1,100.1328,24.81617,,148382.2,17455.8,18.40382
1,132.2249,10.00775,16694.11,75670.7,16654.27,12.73608
1,210.4319,23.56009,,187202.6,14687.85,10.55697
1,221.0647,86.46246,14470.36,197149.9,14461.55,-2.375715
1,278.6843,54.33758,13032.42,146021.5,12933.9,-4.033895
1,446.1377,28.92951,,108602.5,8853.026,19.67117
1,100.0819,27.00723,17505.59,256627.5,17327.94,16.6575
1,308.5518,107.5154,12288.13,189190.3,12086.49,33.02455
1,263.3572,144.8215,13413.25,75849.59,13347.49,-12.32648
1,98.52962,31.25859,,22940.58,17238.05,9.303192
1,85.09488,4.267313,,162714,17713.73,-16.74435
1,386.3154,45.42064,,164278.9,10003.55,32.13196
1,160.9838,31.67177,15977,36316.88,15735.21,-6.00044
1,343.0595,47.02256,11418.93,24053.57,11124.2,10.5371
1,129.3226,37.07057,16762.22,240381.8,16464.37,23.3768
1,250.3198,90.45301,,110586.7,13734.96,23.87226
1,234.094,58.93866,,33686.4,13881.37,-2.54971
1,159.9249,25.84105,,65304.77,15748.38,20.36805
1,699.783,98.29855,2503.054,19638.04,2261.527,57.62424
1,488.6186,464.5683,7788.531,91681.65,7643.278,22.3543
1,52.4199,4.362457,18694.22,44814.36,18501.93,18.40579
1,70.09714,6.723782,18244.06,174476.9,18185.16,-13.25946
1,414.3916,28.26787,9647.428,100802.9,9446.653,33.60271
1,54.97405,19.96109,18630.56,268333.8,18587.73,-2.629452
1,370.345,125.4594,10746.13,94949.98,10524.35,35.4129
1,203.6196,110.1081,,175566.8,14647.93,24.84825
1,173.3657,107.2667,15668.79,188455,15648.74,10.02672
1,758.99,193.9289,1027.295,1570.553,875.8323,47.01365
1,161.1163,48.7419,,100901.5,15730,12.75858
1,849.6052,118.6525,,25,-69.13469,61.12745
1,134.0366,34.49812,,90009.02,16521.74,17.31779
1,234.1185,111.5681,14148,69405.98,13808.72,-4.382411
1,126.9775,36.51115,16823.66,22145.14,16699.65,10.37189
1,384.4396,109.1127,10387.24,120174.9,10384.69,24.06682
1,223.356,176.0268,,155137.7,14177.82,22.22313
1,518.0798,377.7607,7036.705,44003.87,6797.902,16.14855
1,371.574,158.0511,,165237.3,10548.21,31.59887
1,129.0392,33.81932,,127880.1,16637.03,4.608862
1,189.2736,28.86525,15265.38,99989.08,15192.57,16.24947
1,129.2898,43.8826,,47593.83,16480.99,18.17729
1,132.9541,88.58118,,251575.2,16676.14,.1056816
1,580.9841,52.20868,,30588.97,5441.923,30.18724
1,595.1677,139.8381,,70252.77,4886.06,52.78284
1,383.8377,138.3702,,30174.26,10144.96,1.747921
1,322.5647,20.15386,11939.8,103938.1,11659.16,38.88197
1,264.9817,43.81651,13366.8,178636,13330.23,2.295469
1,327.9901,105.1664,11799.75,178270.7,11603.82,24.66211
1,519.0345,114.2851,7010.75,97073.3,6970.258,57.23384
1,353.1429,37.97712,,164114.1,10950.97,7.345022
1,131.2212,11.32825,,133892.3,16676.84,9.081761
1,265.8196,26.50722,,32064.11,13193.29,9.023428
1,262.4241,68.8896,,149049.2,13351.05,30.53674
1,398.4083,151.2049,10032.88,25867.21,9933.455,14.03856
1,539.1644,65.92049,,7350.485,6414.982,39.04316
1,714.0674,160.0144,,13682.12,1798.045,45.94588
1,283.9461,20.09141,,143855.5,12764.46,31.10434
1,221.5002,56.89043,,161395.5,14180.83,.339431
1,96.87017,19.53908,,147558.9,17445.82,1.177369
1,494.4004,220.7659,,85836.3,7538.97,44.81474
1,237.542,53.40525,,86708.7,13732.56,3.851867
1,131.0579,19.10417,16724.38,204253,16634.28,1.757927
1,279.1089,104.6942,,193917.8,13011.43,-6.121118
1,99.81332,38.38673,17508.6,140374.6,17314.37,-8.11831
1,358.6672,97.07526,,32253.49,10890.75,39.97689
1,129.2964,34.55954,,261669.8,16752.1,-15.27332
1,355.1287,77.35079,11119.97,20657.12,10976.19,5.504372
1,145.8289,21.24488,,180978.7,16236.81,9.010967
1,550.4902,179.4062,,30757.64,6150.545,54.28394
1,131.1949,57.85202,16717.68,95087.52,16375.13,17.45404
1,131.6973,63.87562,16704.75,146043.2,16392.05,-3.502372
1,459.3036,96.87798,8520.327,120373.4,8454.323,55.86721
1,43.4884,1.667737,,85122.56,18804.94,7.19115
1,205.0573,17.21581,,58165.17,14635.07,-1.473457
1,476.8967,146.14,,97204.94,7917.533,46.83093
1,429.4453,60.02859,9272.111,140017.7,9147.538,22.29337
1,250.9971,16.72519,13725.85,43517.3,13702.47,19.23726
1,252.0434,69.55643,,51346.15,13644.63,4.51191
1,192.3934,33.17505,,194370.8,15136.04,6.670151
1,128.7746,34.33912,,243207.6,16569.46,-.064869
1,309.3561,73.22392,,25614.68,12097.55,15.05065
1,368.0899,39.56943,,116901.6,10674.49,19.38236
1,293.4134,54.23115,,180695.8,12673.51,-13.34954
1,491.5574,139.4649,,69750,7611.826,40.93086
1,145.5427,14.37267,,143299.3,16041.4,17.05948
1,251.1104,24.18877,,134800.1,13480.25,9.725069
1,127.614,17.18699,,170267,16752.58,-7.989379
1,397.0694,124.0142,10069.75,106479.4,10069.97,40.88375
1,666.5939,600.4539,,32447.66,2994.427,58.03665
1,249.067,38.9984,,63213.3,13576.32,27.04846
1,129.7815,95.07913,16750.01,174126.3,16700.56,.221287
1,145.3744,39.61695,,19089.61,16348.91,-6.810796
1,207.1523,41.15937,,226573.2,14713.49,16.98646
1,279.8989,59.4916,,59778.63,12730.32,7.61895
1,237.3737,130.9454,,62103.45,13847.32,-5.152624
1,173.3068,25.18475,,213012,15516.5,8.590429
1,263.9122,26.65419,,107118.8,13225.46,27.87253
1,158.3865,13.63824,16037.7,241460.8,15794.62,5.590894
1,341.1501,162.796,,129953.4,11165.17,30.67985
1,367.868,47.35235,,167933.2,10758.06,21.66902
1,367.6181,157.4453,10814.7,15939.3,10791.75,11.12243
1,189.603,53.63435,,228452.5,15220,-19.99374
1,327.1343,57.76737,,115798.6,11541.43,37.97267
1,206.4807,28.90755,14842.18,89603.33,14675.41,-17.276
1,39.15237,6.603935,,136639.1,18888.34,-2.78756
1,295.9804,37.42931,,54415.43,12547.74,38.36128
1,130.6534,18.23657,,82713.39,16651.85,17.22269
1,204.1797,136.5445,14894.46,22153,14680.38,30.85246
1,247.459,28.97344,,53702.99,13473.35,16.9474
1,53.01752,13.26066,,163375.7,18596.11,-6.363063
1,279.7983,152.5509,13006.09,201469.8,12906,.4666926
1,443.6262,183.2518,,96124.58,8675.651,24.05774
1,102.1833,16.67185,,158795,17182.06,.8404697
1,128.9045,46.52007,16776.4,150516.4,16546.69,38.13991
1,70.02808,5.687684,,133669,18179.11,8.78799
1,490.2749,248.1921,,52380.76,7724.743,32.26254
1,294.6097,23.05066,12634.52,172182.7,12444.84,13.04016
1,681.8955,322.5197,2958.038,24350.3,2793.854,18.42159
1,401.5459,208.9738,9961.764,79890.44,9735.228,33.06339
1,70.32109,11.29718,18239.07,51232.45,18170.66,8.187273
1,174.0045,36.72879,,54303.5,15565.6,1.264947
1,219.2313,41.39259,,80962.25,14188.24,4.587055
1,338.7512,36.64573,11534.04,72818.14,11360.38,7.291418
1,250.0297,119.9785,13747.05,141232.3,13575.32,6.323888
1,161.5043,20.85192,15969.36,117717.3,15671.72,-6.364142
1,340.6494,103.2709,11483.05,52589.19,11142.49,47.00849
1,188.8143,14.04879,,212969.8,15114.18,22.68171
1,250.5489,136.3343,13732.12,71523.3,13686.89,16.88474
1,369.6068,61.54146,10763.11,28475.44,10476.62,22.07629
1,248.5739,67.53066,,47995.38,13640.07,9.208737
1,237.0689,24.77348,,54059.94,14072.68,-4.982311
1,340.4661,28.34123,,63737.36,11322.47,21.6174
1,461.5715,118.3197,8464.221,22281.96,8420.927,15.22379
1,134.3828,27.93288,,221728.4,16376.94,9.919153
1,442.1587,99.47276,8946.018,108898.9,8922.013,44.3535
1,133.0815,45.73778,,176262.5,16357.54,7.257915
1,173.7346,41.26794,15661.93,178440.2,15318.55,6.885165
1,343.1966,49.50319,,105832.3,11416.67,39.35785
1,430.2323,106.5855,,121052.8,9223.541,28.03275
1,236.059,65.67367,14098.07,206582.7,13809.46,-1.892144
1,411.7547,81.18153,,14846.07,9410.161,31.23381
1,353.738,143.0862,11149.52,68751.33,11032.65,11.54176
1,85.23848,29.51041,,280764.7,17729.97,14.75128
1,192.2287,25.75277,15198.47,89476.23,15061.24,-17.74361
1,550.4512,184.6718,,93002.98,6073.599,26.45159
1,217.4267,32.30851,,40811.44,14358.09,18.51151
1,203.321,31.44691,,238174.2,14760,26.12468
1,336.7663,103.3392,,144904.1,11383.11,2.297969
1,217.8228,72.58479,14563.61,78845.57,14316.95,27.42877
1,261.5184,76.69914,13457.98,148870,13321.17,10.39845
1,126.4826,7.799628,16823.97,241656.4,16621.31,30.53664
1,430.3723,199.4978,,144400.7,9135.496,2.432436
1,101.0061,46.32192,17476.07,159155.3,17195.79,-9.815774
1,385.3102,233.0833,,71656.72,10298.29,33.54496
1,188.6793,73.44905,15279.91,124986.9,14979.34,13.16456
1,534.468,210.313,,89656.64,6427.926,51.70891
1,133.6224,15.84739,,122789.2,16544.68,-8.39711
1,263.7713,99.46066,,109587.5,13314.73,-6.620647
1,549.5642,386.1368,6265.549,99165.22,6232.938,27.4836
1,399.2787,118.6425,,35771.69,9924.84,13.39483
1,147.3196,26.41527,,223745.1,16145.27,-8.503253
1,174.8997,27.27985,,22727.56,15360.07,26.34442
1,233.4995,22.78762,,131306.3,14165.6,19.04065
1,190.4901,30.051,15238.04,98060.3,15027.59,11.83892
1,218.611,20.94032,,55447.57,14384.04,19.60846
1,519.9349,107.6531,,38967.03,6720.711,6.120045
1,342.6031,45.90312,,169590.4,11327.84,22.51431
1,277.1584,65.97808,13075.23,27086.13,13002.46,16.62884
1,368.3106,214.7259,,57582.18,10658.43,25.51986
1,163.5138,44.92081,,50702.41,15691.21,2.436321
1,218.729,93.8669,,211456.4,14382.47,35.4838
1,205.1919,12.94086,14860.78,113550.6,14561.56,12.97193
1,219.455,36.15384,,189684.7,14213.83,13.97384
1,308.58,36.91185,,142658.9,12090.28,6.640853
1,39.10409,7.538486,,221248.9,18689.87,-5.90653
1,609.5754,195.2636,,32858.41,4537.291,42.38949
1,87.59001,17.3096,17808.11,109504.8,17743.15,14.48967
1,159.6087,25.30004,16003.39,151343.4,15917.9,19.00809
1,253.9229,49.50016,,133411.1,13404.99,22.23927
1,263.3488,38.87973,13425.19,184141.5,13329.47,32.51589
1,581.8665,124.9859,,76859.41,5204.63,52.79867
1,460.6838,114.3794,8480.342,36744.15,8205.857,21.46885
1,384.7369,136.4013,10382.15,120454.3,10349.22,22.36721
1,565.6174,70.87967,,81287.66,5564.905,45.31311
1,431.1661,90.90578,,141877.9,9129.475,10.00038
1,294.6499,95.1311,12633.88,188517.4,12347.46,24.64319
1,218.7022,65.89914,,74501.3,14461.26,-4.158319
1,128.3789,54.75911,,16851.51,16779.78,16.12431
1,323.1152,179.7654,11931,23260.57,11608.48,26.361
1,324.1346,148.8903,,95950.21,11817.73,15.04948
1,417.0526,45.31916,,95833.17,9307.203,28.80327
1,130.8337,66.3045,,38293.98,16500.68,-12.25231
1,441.8461,130.5372,8959.559,64834.52,8781.937,4.091865
1,357.5813,53.40774,,83025.81,11027.51,45.92294
1,144.6184,31.68615,,61418.61,16220.66,23.33215
1,386.7245,34.49515,10329.02,96070.34,10041.08,42.05564
1,115.8969,35.98718,17100.66,264804.3,17057.2,12.54605
1,411.7934,65.1614,,134080.7,9422.749,29.2517
1,132.1985,17.08443,,197787.3,16510,21.09814
1,85.96297,11.05229,,50378.57,17825.49,-9.046917
1,351.6705,221.8705,,111729.6,11155.22,-6.255049
1,402.6783,25.3391,9926.591,67206.3,9677.152,44.64188
1,131.5436,61.28447,,95720.13,16580.57,4.481352
1,133.913,58.10342,,98094.25,16538.32,15.12878
1,370.9512,128.268,,99416.5,10427.55,-3.758194
1,312.6211,41.04073,,99045.23,11963.09,-9.014491
1,130.8564,24.33232,,249392.8,16688.39,-7.708318
1,136.3262,61.7713,16594.39,23174.34,16443.43,30.60053
1,234.2467,163.823,14138.54,162615,14031.25,18.14789
1,459.0527,64.78824,,116327.2,8195.691,60.02021
1,383.7583,270.0991,,158086.1,10283.25,14.61192
1,189.4575,48.07644,,148838.6,15124.01,26.08633
1,625.7017,123.7284,,35592.57,4292.075,62.00485
1,84.62087,11.97979,,147222.2,17764.28,10.23509
1,103.0212,9.860656,,231541.2,17407.31,-4.803645
