fiona_farmer,district,crop,farmer_birth_year,fertilizer_use,profits_2005,profits_2016
1,THANJAVUR,WHEAT,1964,0,19364.828,23969.002
0,TENKASI,LENTILS,1928,1,19942.764,22746.49
1,THANJAVUR,LENTILS,1966,0,20038.322,22851.305
0,KARUR,RICE,1970,0,20260.354,20358.131
0,MADURAI,RICE,1971,0,20626.834,22286.676
0,TENKASI,RICE,1964,0,20421.234,24067.018
1,THANJAVUR,RICE,1974,0,20126.533,22912.494
0,MADURAI,RICE,1967,0,19946.68,23157.762
1,THANJAVUR,RICE,1975,1,21389.754,24535.451
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,1,20381.719,21503.406
0,TENKASI,LENTILS,1983,0,21522.102,25605.686
0,MADURAI,WHEAT,1967,0,19958.359,22741.221
0,KARUR,RICE,nineteen seventy-two,1,20058.473,24376.021
0,MADURAI,WHEAT,1970,0,20036.84,23731.469
1,THANJAVUR,RICE,1974,0,20870.658,24655.104
0,KARUR,RICE,1975,0,18401.426,20994.176
0,PUDUKKOTTAI,WHEAT,1967,0,19888.141,22199.84
0,DINDIGUL,LENTILS,1968,0,19708.004,20427.205
0,TENKASI,RICE,1970,1,20304.789,23336.457
1,THANJAVUR,RICE,1967,1,18307.094,21544.078
1,THANJAVUR,RICE,1965,1,21835.213,24642.322
1,THANJAVUR,WHEAT,1969,1,18697.482,26188.623
1,THANJAVUR,COTTON,1957,1,19440.396,25023.41
0,DINDIGUL,LENTILS,1965,0,20350.963,23820.094
1,THANJAVUR,LENTILS,1970,0,18852.762,23708.807
0,MADURAI,WHEAT,1961,1,20143.383,22870.074
0,KARUR,RICE,1966,1,19776.043,23068.848
0,TENKASI,RICE,1958,0,19901.258,20468.867
1,THANJAVUR,WHEAT,1970,1,20597.738,25527.785
0,KARUR,RICE,1966,0,19868.947,21629.621
0,PUDUKKOTTAI,WHEAT,1967,0,19825.465,21817.91
0,MADURAI,RICE,1978,0,18959.807,22281.928
0,PUDUKKOTTAI,WHEAT,1965,0,20120.447,20583.254
0,MADURAI,WHEAT,1969,0,19731.809,20983.527
1,THANJAVUR,RICE,1970,0,21449.881,24972.965
1,THANJAVUR,WHEAT,1980,0,19764.475,23848.223
0,PUDUKKOTTAI,WHEAT,1967,0,19947.063,21021.27
0,KARUR,RICE,1974,0,19003.918,22136.229
1,THANJAVUR,LENTILS,1967,1,18620.559,24243.934
1,THANJAVUR,LENTILS,1962,1,18008.248,22296.617
0,TENKASI,LENTILS,1974,1,21589.805,25411.799
1,THANJAVUR,RICE,1966,0,21134.965,23227.049
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,19250.066,20548.475
1,THANJAVUR,WHEAT,1979,0,18694.305,23923.053
0,PUDUKKOTTAI,WHEAT,1973,0,18812.645,21264.859
0,DINDIGUL,LENTILS,1975,0,18821.469,21507.332
1,THANJAVUR,WHEAT,1966,1,19979.051,25140.625
1,THANJAVUR,LENTILS,1958,0,19895.961,25695.012
0,DINDIGUL,LENTILS,1965,0,20004.471,22715.439
1,THANJAVUR,RICE,1970,0,18165.533,20501.227
0,KARUR,RICE,1964,0,19928.613,23032.621
0,KARUR,RICE,1966,1,19588.965,21410.979
1,THANJAVUR,RICE,1967,0,18187.525,23016.191
1,THANJAVUR,RICE,1962,1,18073.209,22453.121
0,KARUR,RICE,1965,1,20489.201,22384.256
1,THANJAVUR,RICE,1968,0,19480.063,24743.201
0,TENKASI,RICE,1952,0,20032.391,22479.49
0,TENKASI,LENTILS,1957,1,19979.939,22980.244
0,TENKASI,RICE,1974,0,20660.109,21640.881
0,MADURAI,RICE,1966,0,20023.027,21700.02
0,DINDIGUL,LENTILS,1970,0,19936.926,21457.68
1,THANJAVUR,RICE,1979,1,19204.865,22994.303
0,DINDIGUL,LENTILS,1974,0,20313.42,24089.289
0,TENKASI,RICE,1965,0,19976.629,23243.711
0,KARUR,RICE,1970,0,19878.717,21840.9
0,MADURAI,WHEAT,1970,0,19989.025,22706.197
1,THANJAVUR,WHEAT,1962,0,21205.074,24124.082
0,MADURAI,WHEAT,nineteen seventy-three,1,19791.33,20478.949
0,PUDUKKOTTAI,WHEAT,1968,0,19697.205,22956.777
0,KARUR,RICE,1960,0,20315.105,23702.867
0,MADURAI,WHEAT,nineteen seventy-three,1,19894.979,21843.791
0,DINDIGUL,LENTILS,1967,0,19737.107,22627.07
0,MADURAI,WHEAT,1963,0,19728.102,21480.828
0,DINDIGUL,LENTILS,1979,1,21365.66,23802.027
0,PUDUKKOTTAI,WHEAT,1966,0,20318.152,21698.645
0,TENKASI,RICE,1943,1,20214.057,21437.234
1,THANJAVUR,WHEAT,1967,0,20427.525,25182.334
0,MADURAI,RICE,1967,0,20356.73,22273.545
0,DINDIGUL,LENTILS,1961,0,20460.307,22588.414
0,DINDIGUL,LENTILS,1966,0,20024.238,22887.104
0,DINDIGUL,LENTILS,1972,0,21306.33,23709.457
0,DINDIGUL,LENTILS,1968,0,19791.658,20634.363
0,DINDIGUL,LENTILS,1972,0,19992.775,21947.908
1,THANJAVUR,LENTILS,1958,0,20678.932,24974.602
1,THANJAVUR,RICE,1960,0,19585.502,23749.785
0,KARUR,RICE,1972,1,17372.75,18701.354
1,THANJAVUR,WHEAT,1963,0,19560.975,24727.914
0,TENKASI,LENTILS,1968,1,20058.633,22334.031
0,DINDIGUL,LENTILS,1968,1,19908.691,22763.627
0,DINDIGUL,LENTILS,1976,1,21045.578,22836.207
0,PUDUKKOTTAI,WHEAT,1971,0,20002.861,23252.838
0,KARUR,RICE,1963,0,20200.139,21584.039
1,THANJAVUR,RICE,1968,0,20168.367,22077.244
0,PUDUKKOTTAI,WHEAT,1970,0,20395.686,21752.484
0,DINDIGUL,LENTILS,1962,0,19793.354,23865.781
0,TENKASI,LENTILS,1976,0,20091.215,23043.656
0,PUDUKKOTTAI,WHEAT,1963,0,20010.578,23622.818
0,MADURAI,RICE,1968,0,19894.914,20760.496
0,TENKASI,LENTILS,1969,0,20162.975,22085.42
0,DINDIGUL,LENTILS,1973,1,20699.242,23543.525
0,DINDIGUL,LENTILS,1972,1,19037.445,21045.168
0,KARUR,RICE,1963,1,20028.123,22347.283
0,MADURAI,RICE,1966,1,19634.512,21615.383
0,DINDIGUL,LENTILS,1971,0,19871.904,21565.012
0,KARUR,RICE,1966,0,19977.955,22658.158
0,KARUR,RICE,1970,0,20072.059,20444.365
1,THANJAVUR,WHEAT,1980,0,21246.064,26489.363
0,MADURAI,RICE,1971,0,20135.941,21807.936
0,DINDIGUL,LENTILS,1964,0,20003.963,23228.082
1,THANJAVUR,LENTILS,1969,0,21868.764,26675.758
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,1,19924.723,21123.268
0,PUDUKKOTTAI,WHEAT,1966,1,20030.33,21279.01
0,PUDUKKOTTAI,WHEAT,1969,0,19987.461,22101.428
1,THANJAVUR,WHEAT,1960,0,19330.471,24565.646
0,DINDIGUL,LENTILS,1977,1,19147.746,21032.48
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,1,21463.635,22954.58
0,MADURAI,RICE,1968,0,20323.75,22675.508
0,TENKASI,LENTILS,1967,1,20042.914,21560.984
0,DINDIGUL,LENTILS,nineteen seventy-three,0,21933.379,23778.396
0,KARUR,RICE,1964,0,19986.48,20647.824
0,TENKASI,RICE,1976,0,20260.576,22307.297
0,PUDUKKOTTAI,WHEAT,1963,1,19885.01,22016.615
0,PUDUKKOTTAI,WHEAT,1975,0,20262.674,22428.9
0,DINDIGUL,LENTILS,1966,0,20139.459,20937.824
0,TENKASI,LENTILS,1987,0,21122.924,22145.664
0,KARUR,RICE,1975,1,20464.711,20794.264
1,THANJAVUR,LENTILS,1963,0,20010.619,27095.535
0,DINDIGUL,LENTILS,1959,0,19951.619,22383.939
1,THANJAVUR,RICE,1978,0,22968.477,24825.6
0,TENKASI,RICE,1981,0,21357.176,21606.922
0,MADURAI,RICE,1967,1,20300.377,22161.42
1,THANJAVUR,RICE,1977,1,21588.488,26319.578
0,PUDUKKOTTAI,WHEAT,1964,1,20020.818,23216.645
1,THANJAVUR,RICE,1978,0,23090.559,26198.469
0,PUDUKKOTTAI,WHEAT,1970,0,20085.693,20962.725
0,MADURAI,WHEAT,1974,0,19491.988,22053.592
0,KARUR,RICE,1975,1,19460.742,21556.941
0,KARUR,RICE,1965,0,20062.664,23792.834
0,PUDUKKOTTAI,WHEAT,1969,0,19912.393,22764.666
0,KARUR,RICE,nineteen seventy-three,1,20265.859,23040.844
1,THANJAVUR,WHEAT,1974,0,20928.73,27222.695
0,TENKASI,RICE,1989,0,19562.035,19950.48
0,KARUR,RICE,1960,1,20392.471,20769.607
0,MADURAI,WHEAT,1979,1,21227.014,22941.375
0,MADURAI,RICE,1969,1,20051.068,19728.254
1,THANJAVUR,WHEAT,1971,1,20109.477,24818.77
0,PUDUKKOTTAI,WHEAT,1973,0,20532.217,20290.293
1,THANJAVUR,WHEAT,1962,0,20817.574,25847.643
1,THANJAVUR,RICE,1971,1,20675.227,23587.164
0,PUDUKKOTTAI,WHEAT,1963,0,20017.553,22525.291
0,PUDUKKOTTAI,WHEAT,1967,0,20006.635,21586.318
0,KARUR,RICE,1964,1,19437.031,22142.869
0,PUDUKKOTTAI,WHEAT,1970,0,19997.875,22395.553
0,PUDUKKOTTAI,WHEAT,1971,1,19739.721,23099.098
0,PUDUKKOTTAI,WHEAT,1970,0,20031.318,22636.754
0,TENKASI,LENTILS,1950,0,20073.117,21468.676
0,DINDIGUL,LENTILS,1968,0,20203.869,23975.969
1,THANJAVUR,WHEAT,1970,0,21377.061,26458.174
0,MADURAI,WHEAT,1960,0,19970.768,21724.43
0,KARUR,RICE,1970,0,20064.127,22121.244
1,THANJAVUR,RICE,1968,0,19847.629,22654.846
0,TENKASI,RICE,1989,0,18882.219,20727.355
0,DINDIGUL,LENTILS,1968,0,20044.566,22887.932
1,THANJAVUR,WHEAT,1967,0,20304.342,24896.514
1,THANJAVUR,WHEAT,1977,1,21642.188,25723.348
0,DINDIGUL,LENTILS,1966,1,19588.551,21391.244
1,THANJAVUR,WHEAT,1965,0,20369.6,24781.986
0,MADURAI,RICE,1965,1,20151.465,24494.852
0,KARUR,RICE,1966,0,20182.475,19357.775
0,PUDUKKOTTAI,WHEAT,1968,0,19784.137,22835.578
0,PUDUKKOTTAI,WHEAT,1971,1,20033.254,22660.887
1,THANJAVUR,WHEAT,1968,0,19597.787,26538.959
0,DINDIGUL,LENTILS,nineteen seventy-two,0,19142.559,21397.557
0,TENKASI,LENTILS,1965,0,20098.51,22127.49
0,DINDIGUL,LENTILS,1970,0,20264.787,22888.063
1,THANJAVUR,LENTILS,1965,0,21436.92,26220.74
0,MADURAI,WHEAT,1970,0,19928.705,22765.66
0,KARUR,RICE,1969,0,19644.811,21023.42
0,TENKASI,RICE,1980,0,21680.848,25321.904
0,DINDIGUL,LENTILS,1961,0,20207.789,22289.828
1,THANJAVUR,RICE,1971,0,18827.951,22231.293
0,PUDUKKOTTAI,WHEAT,1968,0,20185.617,23449.844
1,THANJAVUR,LENTILS,nineteen seventy-three,1,22864.908,26079.09
0,TENKASI,LENTILS,1973,0,19341.693,20079.059
1,THANJAVUR,WHEAT,1969,0,21045.557,26187.184
0,PUDUKKOTTAI,WHEAT,1970,0,20017.494,23089.156
1,THANJAVUR,WHEAT,1981,1,20521.541,27578.516
0,TENKASI,RICE,1983,0,19656.033,21438.109
0,PUDUKKOTTAI,WHEAT,1962,0,19885.436,23482.293
0,TENKASI,LENTILS,1984,1,21327.244,23691.078
0,MADURAI,WHEAT,1960,1,20006.521,21368.383
0,PUDUKKOTTAI,WHEAT,1963,0,19893.279,20756.6
0,PUDUKKOTTAI,WHEAT,1965,0,19995.443,21991.652
1,THANJAVUR,WHEAT,1967,0,19925.186,24729.293
0,MADURAI,WHEAT,1974,0,18027.555,21663.045
0,PUDUKKOTTAI,WHEAT,1963,0,20136.854,22055.252
1,THANJAVUR,LENTILS,1957,0,19693.875,25177.727
0,DINDIGUL,LENTILS,1961,0,20034.301,20391.139
0,TENKASI,RICE,1970,0,19894.484,23675.26
0,PUDUKKOTTAI,WHEAT,1976,0,20265.998,22774.982
0,MADURAI,WHEAT,1966,0,19927.619,22772.963
1,THANJAVUR,RICE,1968,0,18506.389,21575.168
0,KARUR,RICE,1964,0,19919.842,21910.889
0,TENKASI,RICE,1970,0,20101.105,22901.576
0,TENKASI,RICE,1970,0,20209.764,22259.182
1,THANJAVUR,COTTON,1969,0,18565.477,23973.928
0,DINDIGUL,LENTILS,1965,0,20079.406,21861.469
0,MADURAI,WHEAT,1969,0,20004.445,22621.615
1,THANJAVUR,RICE,nineteen seventy-three,1,19550.176,23264.721
1,THANJAVUR,WHEAT,1968,0,21048.98,25420.477
1,THANJAVUR,RICE,1975,0,19368.963,24419.891
0,MADURAI,RICE,1966,1,20194.455,21319.729
0,DINDIGUL,LENTILS,1966,0,20269.129,22347.285
0,PUDUKKOTTAI,WHEAT,1968,0,20243.43,21419.594
1,THANJAVUR,RICE,1971,1,19135.301,22978.152
0,KARUR,RICE,1970,0,20306.371,22289.957
0,MADURAI,RICE,1970,0,20089.455,22421.934
0,KARUR,RICE,1968,0,19812.105,20848.828
0,MADURAI,RICE,1976,0,20348.834,21436.031
0,MADURAI,WHEAT,1969,1,20085.93,23315.211
0,TENKASI,LENTILS,1958,0,19924.652,20854.225
0,PUDUKKOTTAI,WHEAT,1961,1,20151.652,22251.414
0,MADURAI,RICE,nineteen seventy-two,0,19702.115,20531.068
1,THANJAVUR,LENTILS,1960,0,18763.439,22788.764
0,MADURAI,RICE,1965,0,20459.934,20312.391
0,MADURAI,RICE,1978,0,19745.971,20854.092
0,MADURAI,RICE,1968,0,19847.828,22480.383
1,THANJAVUR,LENTILS,nineteen seventy-three,0,19053.865,24394.645
0,KARUR,RICE,1974,1,21545.887,21908.531
0,TENKASI,RICE,1973,0,20064.646,21538.684
0,TENKASI,LENTILS,1970,0,20123.717,22598.875
0,DINDIGUL,LENTILS,1978,1,19634.758,20210.125
0,MADURAI,WHEAT,1987,0,20317.33,21728.693
0,DINDIGUL,LENTILS,1972,0,17575.563,20876.395
0,DINDIGUL,LENTILS,1977,1,21124.648,24180.061
0,MADURAI,RICE,1964,0,20237.514,23323.352
1,THANJAVUR,RICE,nineteen seventy-two,0,18978.848,19832.869
1,THANJAVUR,LENTILS,1963,0,19030.453,24001.396
0,DINDIGUL,LENTILS,1968,0,20185.557,23505.811
1,THANJAVUR,RICE,1965,1,19851.068,22211.844
0,MADURAI,WHEAT,1963,0,20000.537,21993.855
0,DINDIGUL,LENTILS,1964,0,20150.025,22385.824
0,MADURAI,RICE,1969,0,19789.604,22006.01
0,DINDIGUL,LENTILS,1974,0,21538.783,23364.482
0,KARUR,RICE,1968,1,19994.645,22189.377
0,DINDIGUL,LENTILS,nineteen seventy-three,1,21001.77,24018.246
0,DINDIGUL,LENTILS,1975,1,18471.115,20043.461
0,PUDUKKOTTAI,WHEAT,1979,0,19181.98,21512.377
1,THANJAVUR,RICE,1965,1,18737.119,21067.4
1,THANJAVUR,LENTILS,1967,1,20073.887,25365.35
0,KARUR,RICE,1966,0,19835.172,22290.273
1,THANJAVUR,LENTILS,1966,1,20340.955,24435.203
1,THANJAVUR,LENTILS,1977,0,19712.578,24898.123
0,DINDIGUL,LENTILS,1970,0,20129.518,21029.824
0,PUDUKKOTTAI,WHEAT,1967,0,19911.602,21242.387
1,THANJAVUR,LENTILS,1965,1,20777.85,24510.664
0,KARUR,RICE,1977,0,19149.664,21831.84
0,TENKASI,RICE,1974,0,19982.412,18478.424
1,THANJAVUR,RICE,1965,1,19975.242,25266.461
1,THANJAVUR,RICE,1968,0,19653.412,21843.889
0,DINDIGUL,LENTILS,1965,0,20155.916,23282.535
0,PUDUKKOTTAI,WHEAT,1974,0,19904.619,21971.309
0,DINDIGUL,LENTILS,1956,0,20108.801,20007.209
0,TENKASI,RICE,1969,0,20079.836,22290.457
0,PUDUKKOTTAI,WHEAT,1962,1,19868.545,21572.891
1,THANJAVUR,RICE,1968,1,20816.084,25030.787
1,THANJAVUR,LENTILS,1975,0,20044.041,24697.225
0,TENKASI,RICE,1980,0,20075.299,21265.354
1,THANJAVUR,RICE,1971,0,20679.861,24816.715
1,THANJAVUR,RICE,1971,0,20176.828,21765.65
0,TENKASI,RICE,1986,0,18180.582,17838.752
0,TENKASI,RICE,1986,0,21328.5,21470.9
1,THANJAVUR,RICE,nineteen seventy-two,0,21515.006,24712.484
0,DINDIGUL,LENTILS,1978,0,20349.73,21516.496
0,TENKASI,LENTILS,1962,1,19926.234,22333.92
1,THANJAVUR,RICE,1967,1,19310.756,21516.455
1,THANJAVUR,LENTILS,1966,1,21497.383,27259.906
0,PUDUKKOTTAI,WHEAT,1962,0,20149.109,21503.68
1,THANJAVUR,WHEAT,1977,0,18991.115,22986.061
0,MADURAI,RICE,1976,0,20147.381,20382.145
1,THANJAVUR,LENTILS,1976,0,22922.766,28539.881
1,THANJAVUR,RICE,1963,0,21081.561,24196.059
0,PUDUKKOTTAI,WHEAT,1972,1,20204.682,20687.477
0,PUDUKKOTTAI,WHEAT,1970,1,19941.693,21488.295
1,THANJAVUR,RICE,1966,1,19949.818,23856.178
0,TENKASI,RICE,1953,0,20524.285,21308.6
0,PUDUKKOTTAI,WHEAT,1966,0,20113.602,23750.51
0,KARUR,RICE,nineteen seventy-three,0,20695.287,22868.596
0,DINDIGUL,LENTILS,1967,0,20202.813,21363.578
1,THANJAVUR,RICE,1971,0,18372.334,20065.324
1,THANJAVUR,LENTILS,1975,1,21391.064,26506.627
0,PUDUKKOTTAI,WHEAT,1968,1,20052.793,23549.43
0,KARUR,RICE,1963,0,20413.936,23065.225
0,PUDUKKOTTAI,WHEAT,1972,0,18883,19116.908
0,TENKASI,LENTILS,1956,0,19935.111,22453.98
0,DINDIGUL,LENTILS,nineteen seventy-three,1,20948.563,23032.734
0,DINDIGUL,LENTILS,1963,1,20017.518,22879.217
0,KARUR,RICE,1975,0,20153.303,22648.766
0,KARUR,RICE,1979,0,19132.959,19165.201
0,KARUR,RICE,1974,0,20318.699,21695.152
1,THANJAVUR,LENTILS,1971,1,18170.877,23474.561
1,THANJAVUR,LENTILS,1968,1,19117.188,23692.383
0,DINDIGUL,LENTILS,1963,0,20207.91,22653.77
0,MADURAI,RICE,1965,0,20118.762,22656.592
0,KARUR,RICE,1974,0,20380.928,22980.264
1,THANJAVUR,RICE,1968,1,20911.838,23584.289
1,THANJAVUR,LENTILS,1970,1,19688.791,22713.031
0,MADURAI,WHEAT,1969,0,19852.992,22509.906
0,KARUR,RICE,1961,1,20033.441,21161.42
0,PUDUKKOTTAI,WHEAT,1966,1,20127.158,21474.824
0,MADURAI,WHEAT,1979,0,20247.191,22181.748
0,TENKASI,RICE,1925,0,20256.133,22370.736
0,MADURAI,WHEAT,1976,1,21039.045,23027.088
0,KARUR,RICE,1971,0,19339.914,21897.076
1,THANJAVUR,LENTILS,1975,1,21138.43,25595.113
0,PUDUKKOTTAI,WHEAT,1968,0,20114.398,19446.318
0,DINDIGUL,LENTILS,1972,0,18955.432,20438.65
0,PUDUKKOTTAI,WHEAT,1970,0,19949.111,22760.75
0,MADURAI,WHEAT,1964,0,19840.477,21641.328
0,PUDUKKOTTAI,WHEAT,1972,0,19996.914,19697.094
1,THANJAVUR,WHEAT,1960,0,20913.568,28808.865
0,KARUR,RICE,1966,0,20010.094,22975.828
0,KARUR,RICE,1974,0,19913.104,22240.564
0,MADURAI,WHEAT,1968,0,19875.58,22788.523
0,MADURAI,RICE,1971,1,19841.359,21825.738
0,MADURAI,WHEAT,1972,0,20946.619,21424.459
0,DINDIGUL,LENTILS,1969,1,20090.283,22101.66
0,TENKASI,RICE,1983,0,19483.703,21129.203
0,DINDIGUL,LENTILS,1971,0,19896.545,21967.555
1,THANJAVUR,WHEAT,nineteen seventy-three,0,18629.775,23275.102
0,MADURAI,WHEAT,1974,0,19592.219,22127.682
0,DINDIGUL,LENTILS,1960,0,19961.893,21678.367
0,TENKASI,RICE,1966,1,20363.801,21849.484
0,DINDIGUL,LENTILS,1976,0,20263.197,22363.146
0,TENKASI,LENTILS,1986,1,19865.666,22959.338
0,PUDUKKOTTAI,WHEAT,1972,0,19414.621,21288.639
0,DINDIGUL,LENTILS,1971,0,19677.102,22416.609
0,DINDIGUL,LENTILS,1962,0,20084.959,22108.314
0,DINDIGUL,LENTILS,1971,0,20386.234,23761.902
1,THANJAVUR,RICE,1971,0,19743.127,22863.172
0,DINDIGUL,LENTILS,1967,0,20161.246,23627.303
0,KARUR,RICE,1971,1,20023.369,23620.477
0,PUDUKKOTTAI,WHEAT,1977,1,21075.682,24191.664
0,KARUR,RICE,1965,1,20306.662,22536.932
0,PUDUKKOTTAI,WHEAT,1973,0,19932.555,23046.602
0,DINDIGUL,LENTILS,1965,0,19938.352,23269.021
0,PUDUKKOTTAI,WHEAT,1970,1,19900.361,21431.518
1,THANJAVUR,LENTILS,1966,0,18192.586,22986.422
0,PUDUKKOTTAI,WHEAT,1969,0,19867.064,22255.336
1,THANJAVUR,WHEAT,1971,0,20586.15,25107.572
0,KARUR,RICE,1969,0,20026.438,22572.385
0,MADURAI,WHEAT,1963,0,20302.037,22920.182
0,DINDIGUL,LENTILS,1979,0,19934.988,22900.453
0,KARUR,RICE,1968,1,20188.891,22677.697
0,KARUR,RICE,1965,0,19864.555,21315.318
0,TENKASI,LENTILS,1953,0,20095.973,20927.102
0,PUDUKKOTTAI,WHEAT,1968,0,20075.547,21032.305
0,PUDUKKOTTAI,WHEAT,1968,0,20064.086,21440.705
0,DINDIGUL,LENTILS,1974,0,20062.139,20996.969
0,KARUR,RICE,1974,0,19437.738,20507.707
0,KARUR,RICE,1974,0,20851.469,22619.031
0,MADURAI,WHEAT,1970,1,19783.717,22784.129
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,20429.107,21625.186
0,TENKASI,RICE,1964,0,19596.994,22664.299
1,THANJAVUR,LENTILS,1964,0,20925.252,25585.041
1,THANJAVUR,LENTILS,1977,1,20745.387,24390.533
0,PUDUKKOTTAI,WHEAT,1966,0,20193.307,21532.145
0,KARUR,RICE,1961,0,20207.568,21467.408
0,TENKASI,RICE,1949,0,19317.846,21314.727
0,TENKASI,RICE,1944,0,19674.805,23518.281
0,KARUR,RICE,1974,0,21860.924,23335.006
1,THANJAVUR,RICE,1969,0,19692.215,23327.311
0,TENKASI,LENTILS,1975,0,18837.896,20086.383
0,PUDUKKOTTAI,WHEAT,1971,0,20204.471,23755.438
0,MADURAI,RICE,1972,0,20298.416,22611.652
0,KARUR,RICE,1977,1,20821.211,22817.621
1,THANJAVUR,LENTILS,1955,0,20267.947,25618.445
0,MADURAI,RICE,1974,0,22481.74,23623.844
0,PUDUKKOTTAI,WHEAT,1970,1,20064.516,23592.771
0,TENKASI,LENTILS,1989,1,20974.063,22549.033
0,PUDUKKOTTAI,WHEAT,1965,1,19852.502,21723.996
0,PUDUKKOTTAI,WHEAT,1958,0,20011.982,22804.064
0,PUDUKKOTTAI,WHEAT,1976,0,20137.559,22627.473
1,THANJAVUR,LENTILS,1966,0,20279.465,25496.949
0,PUDUKKOTTAI,WHEAT,1970,0,19820.041,21121.094
0,TENKASI,LENTILS,1980,1,20967.201,22542.709
0,PUDUKKOTTAI,WHEAT,1976,0,21275.895,22021.434
0,PUDUKKOTTAI,WHEAT,1967,0,20070.242,21796.518
0,KARUR,RICE,1970,1,20045.486,22275.928
1,THANJAVUR,LENTILS,nineteen seventy-three,0,21492.467,27210
0,MADURAI,RICE,nineteen seventy-three,0,20692.566,22950.303
0,KARUR,RICE,1970,0,19975.797,21653.496
0,PUDUKKOTTAI,WHEAT,1974,0,19190.432,21201.727
0,MADURAI,WHEAT,1963,0,19842.945,22582.832
0,TENKASI,RICE,1978,0,20171.832,21140.066
1,THANJAVUR,WHEAT,1968,1,20142.695,26293.701
0,DINDIGUL,LENTILS,1962,0,19964.785,22291.127
1,THANJAVUR,WHEAT,1965,0,19807.566,24847.43
1,THANJAVUR,WHEAT,1977,0,20569.59,28903.051
1,THANJAVUR,WHEAT,1960,1,19872.699,25102.432
0,PUDUKKOTTAI,WHEAT,1967,1,20215.771,22601.234
0,KARUR,RICE,1970,0,20258.66,24008.02
0,KARUR,RICE,1968,0,19647.332,20591.953
0,PUDUKKOTTAI,WHEAT,1975,0,20193.203,21303.586
0,DINDIGUL,LENTILS,1974,0,20739.512,23044.467
0,KARUR,RICE,1972,0,19421.076,21306.057
1,THANJAVUR,RICE,1976,0,18865.826,20298.404
0,TENKASI,RICE,1961,1,20116.834,23381.301
0,DINDIGUL,LENTILS,1961,1,19902.688,22398.725
0,TENKASI,LENTILS,1986,0,19518.459,23289.6
0,PUDUKKOTTAI,WHEAT,1960,0,20035.271,22184.004
0,DINDIGUL,LENTILS,1970,0,20075.984,24375.641
0,MADURAI,WHEAT,1968,1,20208.375,21627.477
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,19352.943,19516.416
0,MADURAI,RICE,1977,0,21036.59,24249.24
0,KARUR,RICE,1960,1,19851.051,22950.775
0,TENKASI,LENTILS,1975,1,20481.008,22782.568
0,DINDIGUL,LENTILS,1969,0,19485.246,19494.518
0,TENKASI,LENTILS,1972,1,20649.629,22996.996
0,PUDUKKOTTAI,WHEAT,1970,0,19859.525,22063.066
0,DINDIGUL,LENTILS,1980,0,19542.027,22575.992
0,DINDIGUL,LENTILS,1967,1,19847.188,22413.918
1,THANJAVUR,RICE,1967,0,20147.498,23938.053
0,PUDUKKOTTAI,WHEAT,1968,0,20057.922,22255.502
0,MADURAI,WHEAT,1978,0,20003.244,20500.91
0,PUDUKKOTTAI,WHEAT,1961,0,20086.311,22948.336
0,KARUR,RICE,1964,0,19759.09,19807.883
0,TENKASI,LENTILS,1989,0,20529.299,22721.744
1,THANJAVUR,WHEAT,1975,0,18997.682,23756.434
1,THANJAVUR,LENTILS,1969,0,19409.322,25718.104
1,THANJAVUR,WHEAT,1971,0,20831.006,27119.48
0,MADURAI,RICE,1971,0,20092.387,22172.619
0,PUDUKKOTTAI,WHEAT,1967,0,19948.967,22797.707
0,MADURAI,RICE,1968,0,20014.662,21503.443
0,KARUR,RICE,1969,0,20547.746,22198.721
0,MADURAI,RICE,1968,0,19456.25,21286.076
0,TENKASI,RICE,nineteen seventy-three,0,21234.742,23222.135
0,MADURAI,RICE,1965,0,19622.598,21306.395
0,PUDUKKOTTAI,WHEAT,1970,0,20183.291,22870.74
1,THANJAVUR,LENTILS,1965,1,19697.371,24442.924
1,THANJAVUR,RICE,1960,0,19436.469,23285.416
0,KARUR,RICE,1975,0,21452.982,23663.666
1,THANJAVUR,LENTILS,1974,0,22036.111,26516.592
0,KARUR,RICE,1960,0,20181.098,22297.328
1,THANJAVUR,RICE,1967,1,19158.248,22930.674
0,MADURAI,WHEAT,1961,0,20039.725,22132.787
1,THANJAVUR,RICE,1966,0,19194.525,21588.43
0,TENKASI,LENTILS,1986,0,19978.406,21330.379
0,TENKASI,LENTILS,1989,0,21318.91,22053.646
0,KARUR,RICE,1973,0,19560.668,20336.045
0,MADURAI,RICE,1968,0,19784.027,21214.531
0,MADURAI,RICE,1968,0,19933.318,22743.438
1,THANJAVUR,WHEAT,1971,1,18194.656,24464.088
0,MADURAI,WHEAT,1971,0,20169.529,23174.686
1,THANJAVUR,LENTILS,1962,0,20059.346,22698.633
0,PUDUKKOTTAI,WHEAT,1972,0,20221.27,24610.41
0,PUDUKKOTTAI,WHEAT,1964,1,19860.211,21649.238
1,THANJAVUR,LENTILS,1965,0,19897.766,23836.941
0,DINDIGUL,LENTILS,1975,0,20339.67,20708.963
0,DINDIGUL,LENTILS,1971,0,19904.693,22128.088
