share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.4252438,1096,0,1,9343,113062.7,1891,.3277454,11
.425273,1097,0,0,14957,114183.7,1885,.3251671,3
.4252799,1098,0,0,12114,113492.9,1864,.328601,3
.4252864,1099,0,0,4576,112741.9,1865,.3343982,0
.4253162,1100,0,0,10693,112397.4,1883,.3298913,2
.4255131,1101,0,0,21523,112810.4,1892,.325728,2
.425638,1102,0,1,13378,111947.9,1855,.3278068,10
.4257123,1103,0,1,16829,114280.8,1882,.3360843,11
.4257934,1104,0,1,12969,114219.1,1888,.3323748,8
.425877,1105,0,0,13076,114777.6,1854,.3300727,3
.4261236,1106,0,0,9863,117007.1,1872,.3285271,3
.4261667,1107,0,0,14478,113414.7,1860,.333317,4
.4262508,1108,0,0,20741,113669.3,1888,.3317353,3
.4262821,1109,0,0,3038,115536,1892,.3295382,1
.4263427,1110,0,0,16324,114087.6,1856,.3281243,3
.4263958,1111,0,0,13835,113504.5,1862,.3251218,4
.4265634,1112,0,0,14424,113059.6,1860,.3281028,1
.4265732,1113,0,0,15001,112424.9,1874,.3321095,2
.4266743,1114,0,1,20708,113157.1,1886,.3337642,9
.4266957,1115,0,0,11757,113906.9,1864,.3385849,0
.4267536,1116,0,1,20404,114999.6,1865,.3281245,10
.4267788,1117,0,0,19441,113915.1,1873,.3362497,1
.4269473,1118,0,0,11369,114386.1,1886,.34029,0
.4269815,1119,0,0,17392,111676.2,1850,.3322115,2
.4270345,1120,0,0,11164,113924.4,1888,.3411584,3
.4271595,1121,0,0,11844,113039.1,1878,.334812,1
.4274884,1122,0,0,5990,113193.6,1868,.3347569,2
.4275226,1123,0,1,18032,112397.6,1890,.3333343,10
.4275362,1124,0,0,9349,115082.7,1883,.3311817,1
.4276407,1125,0,0,6966,112156.8,1858,.3442311,2
.427708,1126,0,0,24488,112044.5,1873,.3399867,4
.4277939,1127,0,1,15639,113549.1,1885,.329855,10
.4279294,1128,0,0,15269,113304.6,1888,.3342998,3
.428071,1129,0,1,10307,112427.7,1876,.3348961,8
.4280756,1130,0,0,8886,114550,1867,.3368968,3
.4281724,1131,0,0,14370,113285.5,1889,.336412,1
.4282589,1132,0,0,16804,111724.7,1856,.3421092,2
.4283012,1133,0,0,12429,112184.5,1874,.3331573,2
.4284132,1134,0,1,23235,114286.3,1874,.348927,10
.4284219,1135,0,0,20454,113223.1,1891,.3307272,3
.4284358,1136,0,0,16227,112961.5,1855,.3422101,2
.4284541,1137,0,0,19373,115629.2,1884,.3449923,4
.4285928,1138,0,0,18153,112228.2,1852,.3334506,3
.4286198,1139,0,1,18568,113745.4,1876,.3409068,10
.4286704,1140,0,0,14007,114058.8,1861,.3401672,2
.4287675,1141,0,0,14619,114374.6,1869,.3470507,2
.4288693,1142,0,0,16210,113001.5,1858,.3493243,4
.428872,1143,0,0,24560,112919.9,1857,.3395669,1
.4289993,1144,0,1,17878,115137.7,1857,.3392846,10
.429136,1145,0,0,12894,113676,1862,.3460528,1
.4291922,1146,0,0,18087,112061.7,1852,.3434965,3
.4292042,1147,0,1,15630,113291.5,1877,.3464348,10
.4292375,1148,0,1,11045,114370.8,1864,.3400283,9
.4292824,1149,0,0,17732,114165.1,1888,.3477285,3
.4294237,1150,0,0,11023,114190,1895,.3449118,4
.429431,1151,0,0,10257,114244.8,1877,.3499984,4
.4294691,1152,0,0,16862,112750.1,1858,.3397425,3
.4295302,1153,0,1,9184,112474.9,1878,.3441133,10
.4297403,1154,0,0,14098,114068.6,1857,.3535876,3
.4297451,1155,0,0,26980,113708.2,1861,.3510504,3
.4298167,1156,0,0,24937,112953.3,1877,.3526745,1
.4298281,1157,0,1,10877,112802.4,1866,.3448021,9
.4298336,1158,0,0,13699,112416.9,1882,.346943,2
.4298668,1159,0,1,20965,112713.9,1881,.3542978,11
.4299601,1160,0,1,13036,113923,1853,.3560224,9
.4300127,1161,0,0,23232,114179,1878,.345639,1
.4301084,1162,0,0,23374,112416.4,1853,.3426178,2
.4301238,1163,0,0,12139,112534.9,1865,.3537928,1
.4302996,1164,0,0,15794,112410.9,1870,.3549834,3
.4303429,1165,0,1,8698,112810.6,1853,.3510004,11
.4303519,1166,0,0,18483,111728.7,1852,.3505169,1
.4303687,1167,0,0,22143,113366.1,1886,.3551795,2
.4303713,1168,0,0,6834,113134.8,1856,.348145,1
.4304159,1169,0,0,9225,114382.5,1888,.3544371,1
.4304197,1170,0,1,11447,112906.3,1892,.3468917,9
.4304532,1171,0,0,14578,113322.9,1889,.3516193,3
.4305303,1172,0,1,15919,113237.9,1871,.3543735,11
.4307798,1173,0,1,17946,112156.8,1866,.3499127,11
.430835,1174,0,0,2772,112090.4,1882,.3612818,2
.4308352,1175,0,1,23099,112495.5,1868,.3599977,10
.4308401,1176,0,1,18624,113449.4,1856,.3566185,9
.4309327,1177,0,1,18397,111562.1,1884,.3611602,10
.4309648,1178,0,0,5018,112555.2,1873,.3499973,1
.4309739,1179,0,0,22782,112796,1891,.3563166,0
.4309795,1180,0,1,11563,114050.8,1860,.3604951,9
.4310182,1181,0,0,15100,113840.9,1864,.3512487,2
.4311237,1182,0,1,13333,113060.8,1874,.357226,9
.4311334,1183,0,1,22320,112425.8,1880,.3552068,11
.4312995,1184,0,0,22040,112794.1,1855,.3507785,3
.4314604,1185,0,1,14640,113604.5,1894,.3668726,10
.4314782,1186,0,0,22349,113168.4,1882,.3601788,2
.4315389,1187,0,0,15123,111469.3,1872,.359969,1
.4315763,1188,0,0,10611,110690.6,1876,.3688063,2
.4316607,1189,0,0,11887,113675.2,1858,.3493606,0
.4318303,1190,0,0,17037,111989,1877,.3596232,1
.4318376,1191,0,0,19898,111703.3,1890,.351305,1
.4319436,1192,0,1,14505,112427.1,1869,.3622393,10
.4319886,1193,0,1,12917,113296.3,1860,.3599462,10
.4320179,1194,0,1,22867,113604.9,1860,.3628235,10
.4320544,1195,0,0,15915,113641.6,1885,.355702,0
.4320735,1196,0,1,14761,113941.6,1877,.3532164,12
.4323888,1197,0,1,10542,112933.7,1882,.3622942,9
.4324944,1198,0,0,17933,113940.1,1881,.3630846,2
.4325009,1199,0,1,5125,112324.9,1881,.3551992,10
.4325214,1200,0,0,19834,112668.2,1890,.3667845,1
.4325607,1201,0,1,16696,113590.7,1892,.3518506,10
.4325886,1202,0,0,22585,111446.9,1868,.3644937,1
.4326923,1203,0,0,22332,112444.6,1856,.3650775,1
.4328553,1204,0,0,14577,111753.5,1850,.3632581,3
.432902,1205,0,0,16959,113158,1883,.3734143,3
.4330251,1206,0,0,19710,114149.9,1886,.362845,2
.4330644,1207,0,1,21785,112988.9,1866,.3581183,10
.4331424,1208,0,1,17920,113965.6,1852,.3640295,10
.4331715,1209,0,0,13247,112421.3,1881,.3721936,3
.4331718,1210,0,0,15378,112512.1,1854,.3663723,3
.4332089,1211,0,0,11728,111947.2,1875,.3609396,3
.4332404,1212,0,0,9827,113042,1854,.3579888,2
.4333921,1213,0,0,13802,112418.7,1893,.3660349,2
.4334455,1214,0,0,14582,111676.7,1866,.3571725,2
.4334937,1215,0,0,8194,111979,1871,.3650082,2
.4334941,1216,0,0,17504,113803.7,1867,.3583056,2
.4335044,1217,0,0,19163,112467,1868,.3691751,2
.4335915,1218,0,0,17346,113557.6,1890,.3650126,1
.4336975,1219,0,1,7752,112579.1,1875,.3747604,11
.4338092,1220,0,0,18911,111953.1,1860,.3565848,2
.4338391,1221,0,0,9270,112658.6,1890,.3589104,2
.4341024,1222,0,0,13435,110648.3,1861,.3617231,1
.4341331,1223,0,0,11909,112417.2,1894,.3647411,2
.4342238,1224,0,1,14194,112362.4,1880,.3669159,10
.434358,1225,0,0,16207,112611,1888,.3623571,2
.4343937,1226,0,0,14558,111035.2,1892,.3671249,3
.4344464,1227,0,1,10317,112190.5,1865,.3605778,10
.4345167,1228,0,1,17228,112280.6,1857,.3737744,9
.4345499,1229,0,0,9328,112356.6,1884,.3656068,2
.4346721,1230,0,1,13212,114455.5,1879,.3694423,10
.4346741,1231,0,0,26088,110791.2,1875,.3669243,3
.4347475,1232,0,0,20914,113628.7,1868,.3805812,0
.4348755,1233,0,1,10674,111689,1874,.3744116,9
.4348872,1234,0,0,13771,112009.6,1855,.372232,3
.4349786,1235,0,0,11755,113411,1864,.36641,0
.4350567,1236,0,1,5456,113808.4,1876,.3666336,8
.4351049,1237,0,1,14743,110596,1895,.3761521,10
.4354009,1238,0,0,18420,113055.6,1852,.365347,2
.4354196,1239,0,1,19425,114902.2,1867,.3710907,10
.4354505,1240,0,0,13365,111795.5,1876,.3753798,3
.4354571,1241,0,1,13717,111121.8,1884,.3741328,9
.4354977,1242,0,0,17306,113493,1868,.3751962,3
.4355631,1243,0,0,22636,112397.4,1870,.372256,3
.4356224,1244,0,0,9259,110397.6,1874,.3811184,1
.4356237,1245,0,1,15925,112198.2,1889,.3800482,9
.4356489,1246,0,1,17960,115144.1,1861,.3677835,11
.4356703,1247,0,0,18172,112791.9,1870,.369829,0
.4357108,1248,0,0,19800,111047.3,1879,.3703308,2
.4357475,1249,0,0,19406,112680.7,1861,.3744075,3
.4359002,1250,0,0,11711,114056.4,1884,.3770669,1
.4359147,1251,0,1,13589,111576.8,1870,.3696701,11
.4359755,1252,0,0,9896,111110.7,1875,.3779122,2
.4361032,1253,0,0,14527,112043.6,1888,.3687837,1
.4361335,1254,0,0,12251,111914.3,1863,.3781739,2
.4361737,1255,0,0,19473,113693.6,1856,.3689513,4
.4362304,1256,0,0,13472,111997.5,1888,.3765466,3
.4362717,1257,0,0,18484,111838.6,1872,.3795573,4
.4362856,1258,0,0,21980,110426.3,1855,.3742156,2
.4363296,1259,0,0,12978,114555.2,1852,.3790712,1
.4364183,1260,0,0,19355,113374.7,1856,.3779057,2
.4365619,1261,0,1,15408,110373.2,1886,.3759834,9
.4367557,1262,0,1,12217,111641.7,1877,.3796118,10
.436783,1263,0,0,13355,109778.8,1855,.3768186,0
.4367886,1264,0,0,21230,114303.2,1861,.372906,2
.4368347,1265,0,0,5712,112789,1879,.381269,4
.436912,1266,0,0,9250,111573.4,1860,.378154,2
.4369141,1267,0,0,13361,112155.6,1858,.3711462,3
.4369422,1268,0,0,12821,112247.1,1852,.384714,2
.4369826,1269,0,0,22587,111223.2,1866,.3714398,2
.436994,1270,0,0,22011,112038.7,1859,.3843638,1
.4370092,1271,0,1,19694,110649.7,1854,.382199,10
.4370377,1272,0,0,14529,112231,1865,.377466,3
.4370695,1273,0,1,16176,113429.7,1877,.3802694,11
.4371103,1274,0,0,18110,110924.5,1850,.3802758,3
.4371658,1275,0,1,15934,111808.7,1866,.3873589,9
.4371716,1276,0,0,19259,111796.4,1888,.3817466,2
.4371858,1277,0,0,14778,111648.8,1888,.3843237,3
.4372845,1278,0,0,13041,111348.7,1883,.3840695,3
.4372876,1279,0,0,18612,112974.6,1886,.3760093,4
.4373467,1280,0,0,11817,111457.8,1886,.3797863,2
.437579,1281,0,0,19405,112020.4,1882,.3816736,1
.4376044,1282,0,0,6243,111519.6,1875,.3967687,3
.43764,1283,0,0,14924,113139.5,1882,.3858071,1
.4377532,1284,0,0,13789,112844.5,1885,.4011942,1
.4377609,1285,0,0,18024,110732.4,1869,.3888075,2
.4378065,1286,0,0,15683,110888.2,1880,.3784907,4
.437814,1287,0,0,16447,112063.1,1856,.3942966,2
.4378935,1288,0,1,13023,111085.4,1883,.3907306,9
.4379196,1289,0,0,9566,110324.6,1887,.3906182,1
.4380058,1290,0,1,14224,111202.1,1869,.3867986,11
.4381853,1291,0,0,15301,112668.1,1869,.3795738,2
.4382121,1292,0,1,15569,111628.5,1892,.395221,12
.4382235,1293,0,0,16471,111022.3,1854,.3916499,0
.4382733,1294,0,0,19529,110514.4,1867,.3959336,4
.438381,1295,0,0,17390,109418.4,1888,.3957181,2
.438483,1296,0,0,13360,112281.1,1875,.3882807,3
.4385185,1297,0,0,14280,112472.6,1850,.3922871,2
.4385254,1298,0,1,12754,111716.3,1872,.3872945,11
.4385428,1299,0,0,17887,111035.5,1874,.3863228,2
.4385518,1300,0,0,15854,111185.9,1889,.3911433,1
.4385907,1301,0,0,16701,110603.2,1869,.3888892,4
.4386086,1302,0,0,11360,114055.3,1850,.3772087,2
.4386961,1303,0,0,7528,112297.1,1850,.3903244,1
.4387131,1304,0,0,21638,112629.3,1863,.3978342,0
.4387243,1305,0,0,9220,111220.9,1893,.3990268,1
.4388483,1306,0,1,17240,112369.1,1865,.388328,11
.4389488,1307,0,0,19986,110415,1852,.3921632,3
.4392787,1308,0,0,3120,112366.5,1870,.3878432,0
.4393656,1309,0,0,16688,111558.3,1855,.385067,1
.4394186,1310,0,0,14054,109978.3,1873,.3924884,3
.4395154,1311,0,1,16638,110109.6,1862,.389046,10
.4395406,1312,0,1,10710,110610.9,1886,.3840593,8
.4395703,1313,0,0,14079,110307.5,1884,.3976038,3
.439694,1314,0,0,10490,110922.5,1858,.3918461,0
.4396962,1315,0,0,8315,112937.7,1860,.394857,4
.4398651,1316,0,0,8430,110724.1,1883,.3991695,1
.4398753,1317,0,1,10930,111563.4,1886,.3943586,11
.439909,1318,0,0,13081,111995.6,1878,.3962931,1
.4400065,1319,0,0,22074,112449.5,1863,.3892856,1
.4400581,1320,0,0,12412,110973.4,1880,.3970183,3
.4400943,1321,0,0,12945,112869,1889,.3942356,2
.4400949,1322,0,1,12842,112038.4,1891,.4017228,9
.4401509,1323,0,0,18155,112587.7,1853,.3923331,1
.4402241,1324,0,0,18370,111531.2,1886,.4101112,2
.4402635,1325,0,0,17684,110249.7,1884,.3946901,3
.4403462,1326,0,0,7545,111454.7,1863,.4004055,2
.4404857,1327,0,0,21695,111787,1852,.4052463,2
.4404891,1328,0,0,25053,109119.1,1868,.4007857,1
.4405311,1329,0,1,11414,111911.6,1870,.399905,9
.4405693,1330,0,0,16793,110061.5,1854,.391078,4
.4406535,1331,0,0,8725,112157.6,1867,.3999404,1
.44067,1332,0,0,6630,110570.9,1855,.3996277,2
.4406798,1333,0,1,11685,110206.9,1862,.3971978,9
.4407176,1334,0,0,10939,111374.8,1863,.403638,3
.4407961,1335,0,0,14367,110493.6,1875,.4059197,1
.4408727,1336,0,1,15539,109018.4,1877,.4006116,10
.4408939,1337,0,0,16434,112920.2,1874,.4024787,3
.4408981,1338,0,1,11001,110259.3,1861,.3935321,11
.4409319,1339,0,0,17134,112332.7,1879,.3997785,3
.4409678,1340,0,0,14925,110368.4,1875,.3962161,2
.4410484,1341,0,0,18595,110809.4,1882,.3997973,3
.4411438,1342,0,0,10427,110274.1,1893,.4018986,1
.4411451,1343,0,1,10552,112048.1,1872,.3948439,10
.441164,1344,0,0,15291,111163,1870,.4034439,3
.4411862,1345,0,0,18071,110649.8,1850,.3969083,3
.4412015,1346,0,0,24834,109984,1865,.4090813,0
.4412077,1347,0,0,16938,108996.8,1885,.4072071,3
.4412128,1348,0,1,10048,109136.5,1892,.4114058,11
.441295,1349,0,0,21492,110837,1891,.3995236,2
.4413905,1350,0,1,23425,109127.3,1884,.4049959,11
.4414108,1351,0,0,14804,113083.5,1892,.4061653,3
.4414256,1352,0,1,19776,110773.4,1880,.408319,11
.4415221,1353,0,0,16024,110295.2,1854,.3984627,1
.4415329,1354,0,0,16645,110993.3,1863,.4074206,1
.4415357,1355,0,0,13569,110428.1,1872,.3997085,3
.4415579,1356,0,0,14362,110748,1879,.4116,0
.4415699,1357,0,0,12784,110575,1873,.4031624,2
.4415828,1358,0,1,18697,110570,1864,.4049893,10
.4415891,1359,0,0,20148,112083.3,1867,.4043617,3
.441617,1360,0,0,20672,109738.1,1886,.4125534,2
.4416603,1361,0,0,22674,111079.6,1876,.3964715,2
.4416758,1362,0,0,22681,111396.3,1895,.4066998,2
.4416792,1363,0,0,17378,112143.1,1881,.4084968,2
.4416876,1364,0,0,13554,111926.2,1873,.399662,1
.4417187,1365,0,0,21892,109685.8,1850,.4082122,2
.4417996,1366,0,0,13646,109194.4,1856,.4121178,0
.4418263,1367,0,0,17923,110938,1867,.4137266,2
.4418555,1368,0,0,8938,111454.9,1859,.4078361,2
.4419222,1369,0,0,14257,110309.3,1870,.4087615,2
.4420876,1370,0,0,6827,107716.9,1865,.4098902,3
.4421323,1371,0,0,13784,110468.8,1878,.4137307,2
.4422077,1372,0,0,27019,110301.3,1850,.4193453,3
.442227,1373,0,0,13088,111721.5,1853,.4060404,3
.442349,1374,0,0,16497,110697.7,1890,.4200206,2
.4423806,1375,0,1,15566,109974,1852,.4050153,11
.4423938,1376,0,1,21107,110813.4,1894,.4137874,11
.4424035,1377,0,1,13055,110240.6,1856,.4131309,9
.4425107,1378,0,1,8994,108634.3,1892,.4039857,10
.4426746,1379,0,0,19321,109612.2,1854,.4065628,2
.4426955,1380,0,0,9097,110450.3,1883,.4160581,3
.442734,1381,0,0,16060,109814.1,1855,.4096766,2
.4427866,1382,0,0,3206,108082.1,1889,.4172828,2
.4427979,1383,0,0,15365,109511.7,1876,.4140889,1
.4428292,1384,0,0,13675,110550.2,1887,.4221107,1
.4429423,1385,0,0,13673,110496.2,1858,.4155175,2
.4429844,1386,0,0,10058,111255.6,1885,.4193544,1
.443021,1387,0,0,8787,110532.9,1887,.4157515,1
.4430422,1388,0,0,14515,112739.9,1876,.4225479,2
.4430532,1389,0,1,14424,110172,1881,.4175881,11
.4431199,1390,0,0,20688,111183,1863,.414037,1
.4433381,1391,0,0,14330,110832.6,1870,.4070542,0
.4433558,1392,0,0,11958,111155.2,1863,.4147233,3
.4433899,1393,0,1,20540,109369.4,1868,.415549,11
.4434364,1394,0,1,10853,109426.4,1867,.4154903,11
.4435088,1395,0,0,13882,110029.4,1865,.4234149,1
.4435161,1396,0,0,22971,110950.5,1884,.4266027,3
.4435799,1397,0,0,16227,111437.2,1863,.4179927,3
.4436195,1398,0,0,10172,111958.6,1868,.4292714,2
.4436362,1399,0,1,9597,112088.5,1895,.4202709,9
.4437216,1400,0,0,7105,109513.1,1879,.423771,2
.4437592,1401,0,0,6542,110129.5,1858,.4208137,3
.4437843,1402,0,1,21958,110252.3,1886,.4204722,10
.443792,1403,0,0,13492,109846,1891,.4193288,1
.4438129,1404,0,1,22610,112220,1852,.4226552,10
.443829,1405,0,0,10318,109600,1873,.4259844,1
.4439252,1406,0,0,11527,110472.6,1869,.4188981,4
.4439929,1407,0,0,18150,110462.7,1886,.4185535,3
.4440086,1408,0,0,18860,110300.5,1855,.4160583,1
.4440123,1409,0,0,12369,108805.1,1877,.423428,2
.4440492,1410,0,0,20547,109891.5,1856,.4252764,1
.4440639,1411,0,1,8013,110197.5,1874,.4193483,11
.4440935,1412,0,0,14849,110044.6,1870,.4254158,2
.4441516,1413,0,0,12901,108628.1,1893,.4230542,1
.4441573,1414,0,0,16017,109651.1,1884,.4230182,0
.4441934,1415,0,0,15536,108146.4,1892,.4239222,2
.4442028,1416,0,0,16431,109264.3,1885,.4141163,2
.4443091,1417,0,0,14940,109552,1889,.426409,3
.4444115,1418,0,1,13971,108417.1,1879,.4277932,10
.4445838,1419,0,0,10503,110106.8,1876,.4261752,2
.4446058,1420,0,0,18302,109990.6,1878,.4154491,2
.4446321,1421,0,0,17667,109141.8,1852,.4173574,2
.4446884,1422,0,1,12594,109811.5,1872,.4318231,10
.4447228,1423,0,1,25323,108791.1,1860,.4268546,10
.4447806,1424,0,0,11686,111741.7,1871,.4163077,2
.4447835,1425,0,1,9226,108680.9,1893,.425164,11
.4447887,1426,0,1,14625,111712.4,1852,.4321538,10
.4448168,1427,0,0,14621,109706.4,1868,.4277034,1
.444842,1428,0,0,9331,108832,1855,.425856,2
.444913,1429,0,0,14086,111063.4,1876,.4269014,0
.4450146,1430,0,1,21264,110208.7,1888,.4241009,11
.4450943,1431,0,0,14188,109379.2,1852,.4345315,2
.4451103,1432,0,0,24116,112175.8,1883,.4351126,0
.4451211,1433,0,0,14252,110651.6,1875,.4283077,4
.4451345,1434,0,0,13205,108939.1,1853,.4300228,3
.4451538,1435,0,0,12000,108867.5,1890,.4212128,0
.4453612,1436,0,0,15262,108950.5,1855,.4247594,3
.4454203,1437,0,0,19551,108774.3,1861,.4303935,3
.4454742,1438,0,0,20786,109943.5,1869,.4259691,2
.4454796,1439,0,0,18246,109623.2,1851,.427988,2
.4454829,1440,0,1,14496,109024.4,1869,.4300861,8
.4454916,1441,0,0,18553,108463.7,1872,.4334748,3
.4455617,1442,0,0,16713,110007.4,1855,.4405901,2
.4455619,1443,0,0,13641,109114.8,1885,.4452124,0
.4456454,1444,0,0,21698,109328.4,1854,.4436158,2
.4456918,1445,0,0,12518,108372.1,1858,.435735,2
.4457472,1446,0,0,15418,110257.1,1886,.4352854,1
.4457629,1447,0,0,19417,109720.1,1852,.4307845,2
.4458838,1448,0,0,16704,108892.1,1862,.434143,1
.4459985,1449,0,0,11644,109967.6,1868,.4341434,3
.4461395,1450,0,0,11698,111042.7,1874,.4384429,0
.4462144,1451,0,0,16508,109458.9,1855,.4413649,5
.4462232,1452,0,0,9401,108272.5,1879,.4441818,1
.446313,1453,0,0,18646,109782.5,1878,.4356295,1
.4463169,1454,0,0,18689,108402.4,1890,.4437016,3
.446319,1455,0,0,17881,109125,1870,.4449032,4
.4463262,1456,0,0,14992,111381.5,1890,.4474479,2
.4463714,1457,0,0,8291,110248.1,1879,.438596,1
.4464277,1458,0,1,8322,108065,1858,.4384228,10
.4464529,1459,0,0,16293,110944.5,1857,.4341479,1
.4465365,1460,0,0,9118,109953.8,1892,.433562,1
.4465652,1461,0,0,8278,109508.4,1894,.4412523,2
.4468386,1462,0,0,17462,109270.9,1880,.4490681,2
.4468577,1463,0,0,16744,108638.3,1889,.4420635,1
.4468836,1464,0,0,13467,109550.7,1888,.4411019,2
.4469867,1465,0,1,13934,110165.2,1893,.4470995,11
.4470548,1466,0,0,14905,107172.8,1887,.4268377,4
.4471087,1467,0,0,10523,110418.2,1880,.4418753,2
.4471174,1468,0,1,19431,109827.8,1866,.4450461,11
.4471567,1469,0,1,9956,108681.5,1857,.4403914,10
.4472347,1470,0,1,15858,107601.6,1856,.4397087,9
.4472432,1471,0,1,17826,109737.8,1862,.4378466,10
.4472678,1472,0,0,13244,109562.3,1893,.4345798,2
.4473182,1473,0,0,10343,110637,1882,.4464446,1
.4473861,1474,0,1,14497,107902.7,1870,.4502669,10
.4473974,1475,0,0,15275,108434.7,1869,.4494483,2
.4474276,1476,0,1,22712,110189.9,1888,.43687,10
.4474767,1477,0,0,13895,108152.3,1862,.4375012,3
.4475264,1478,0,0,15113,107821.5,1874,.4375262,2
.4476834,1479,0,0,12311,109377.6,1853,.4428284,3
.4477648,1480,0,0,23717,110200.6,1864,.438736,3
.4477949,1481,0,0,19881,110196.8,1884,.4477484,1
.4478241,1482,0,0,17185,108748.8,1880,.4415978,3
.4478273,1483,0,0,11213,107007.7,1877,.4463124,1
.4478847,1484,0,0,19847,109780.4,1887,.4400878,2
.4478962,1485,0,0,12877,108920.4,1861,.4466149,2
.4479459,1486,0,1,2802,107369.7,1887,.4391335,12
.4483249,1487,0,0,10572,112153.7,1852,.450549,1
.4483318,1488,0,1,11331,107740.1,1893,.4426942,11
.4483399,1489,0,0,17427,108478.6,1861,.4531533,0
.4483678,1490,0,0,9846,107910.7,1881,.440062,2
.4483731,1491,0,0,9940,109582.5,1864,.4442132,2
.4484945,1492,0,0,15731,108149.8,1851,.4455292,0
.4485109,1493,0,0,13263,108073.7,1864,.4451209,1
.4485389,1494,0,1,8660,109524.6,1867,.4486677,10
.4487226,1495,0,0,16717,108358,1857,.4465052,1
.4487638,1496,0,1,18519,109234.7,1858,.4525958,8
.4487655,1497,0,0,14838,108585.2,1855,.4487334,2
.448778,1498,0,1,7199,108626.7,1852,.4464479,8
.4488342,1499,0,1,9973,108694.4,1887,.448447,11
.4488965,1500,0,0,13558,108808.7,1853,.4526842,2
.4488988,1501,0,0,16185,111604.7,1863,.454192,1
.4489332,1502,0,0,15639,108324.4,1878,.4588119,2
.4489524,1503,0,0,19604,106862,1884,.4508122,2
.4489915,1504,0,0,7721,108788.2,1887,.4566754,1
.449002,1505,0,0,4929,109869.2,1886,.4515338,2
.449015,1506,0,1,13516,109046.5,1870,.4490485,10
.4490438,1507,0,0,9304,109560.2,1871,.4503031,2
.4490545,1508,0,0,15606,108956.8,1855,.4556639,3
.4490586,1509,0,0,15076,110226.8,1894,.4543366,2
.4490842,1510,0,1,10481,108537.1,1858,.448394,9
.4494818,1511,0,0,6783,108195,1865,.4590535,2
.4494933,1512,0,0,18194,109684.6,1883,.4551142,1
.4495154,1513,0,0,21246,108911.6,1867,.4530613,0
.4497201,1514,0,0,24533,108701.2,1889,.4619458,3
.4497994,1515,0,0,13069,108562.3,1874,.4568643,1
.4498578,1516,0,1,18270,107565.4,1893,.4585369,9
.4498971,1517,0,0,13684,106318.3,1867,.458527,1
.4499943,1518,0,0,15093,109400.7,1851,.4521575,3
.4500903,1519,0,0,8631,108290.6,1888,.4634367,2
.4501717,1520,0,0,16733,108653.8,1891,.4561205,4
.4502324,1521,0,0,14459,109489.3,1867,.4594449,2
.4502615,1522,0,0,10501,107942.1,1893,.4524213,1
.4503001,1523,0,0,16653,107602.8,1891,.4622562,4
.4503474,1524,0,1,14531,110089.1,1895,.45648,10
.4504133,1525,0,0,15577,108731.4,1879,.4574424,2
.4504332,1526,0,0,19147,107447.6,1874,.455215,2
.4505027,1527,0,0,21000,108559.9,1884,.4510065,1
.4505038,1528,0,0,12699,108334.4,1875,.4537514,1
.4505843,1529,0,0,15327,109103.5,1852,.4599102,4
.45065,1530,0,0,12951,106484.7,1878,.4626214,0
.4506727,1531,0,1,16272,107861.1,1891,.4563328,11
.4508402,1532,0,1,20899,107243.7,1869,.4643541,10
.4509127,1533,0,1,19642,105246.5,1862,.4617476,9
.4509359,1534,0,0,14850,108575.6,1873,.46667,2
.4510906,1535,0,0,17149,108525.2,1862,.4538727,2
.4511146,1536,0,0,16521,107495,1855,.4615275,2
.4511215,1537,0,1,18476,110750.2,1874,.4602451,10
.4511523,1538,0,0,15980,108677.5,1862,.4603216,2
.4511911,1539,0,0,14272,108625.1,1868,.4546115,0
.4512253,1540,0,0,18097,107364.8,1895,.4558201,1
.4513291,1541,0,0,28119,107572.4,1872,.4612077,1
.4513468,1542,0,0,21728,108834.3,1865,.4560474,1
.4514981,1543,0,0,8689,107425,1867,.4679549,2
.4517009,1544,0,0,13621,106645.7,1860,.4648284,3
.4517131,1545,0,0,4271,106380.7,1864,.4553382,3
.4517324,1546,0,0,18770,106915.6,1892,.4662078,2
.451744,1547,0,0,24371,109644.9,1877,.4602587,2
.451752,1548,0,1,22483,107041.5,1895,.4627651,11
.4517671,1549,0,0,15065,106879.3,1865,.4579688,3
.4517961,1550,0,0,14377,107826.7,1893,.4669907,3
.4519441,1551,0,0,17310,109148.6,1893,.4650135,2
.4519956,1552,0,1,17432,109684.1,1875,.4647048,10
.4520045,1553,0,0,15967,107928.2,1851,.4589082,3
.4520109,1554,0,1,14157,108576.2,1888,.4627599,10
.4520634,1555,0,1,25449,107720.9,1893,.4628944,7
.4520641,1556,0,0,16907,108332.4,1877,.4664254,1
.4520937,1557,0,1,15452,108763.4,1856,.460869,10
.4521688,1558,0,1,14029,108620.5,1881,.4671399,11
.4521692,1559,0,0,12212,110268.3,1893,.4677134,2
.4523917,1560,0,1,12285,107747.1,1880,.476586,10
.4524057,1561,0,0,17678,109285.7,1877,.4642682,0
.4524303,1562,0,0,19024,107141.7,1857,.4682517,1
.4524318,1563,0,0,17349,107046.1,1868,.46911,1
.4524547,1564,0,0,18907,106312,1875,.4673211,1
.4524974,1565,0,1,25587,106776.6,1881,.4694844,13
.4525765,1566,0,1,25665,109183.6,1893,.4653058,10
