keller_trt,keller_trt_yes,baseline_hhsize,baseline_payments,baseline_elec_use,baseline_hh_head_age,endline_hhsize,endline_payments,endline_elec_use,endline_hh_head_age
0,0,6,11.63083,130.9476,30,6,16380.4,130.9476,31
0,0,5,93.46065,632.5995,33,5,79169.35,632.5995,34
0,0,11,234.2985,71.82072,37,11,9212.117,71.82072,38
0,0,5,167.2836,152.9832,44,5,19291.08,152.9832,45
0,0,6,76.21124,215.903,34,6,27064.65,215.903,35
0,0,5,109.7087,231.6249,30,5,29063.43,231.6249,31
0,0,11,247.9293,127.4409,39,11,16178.05,127.4409,40
0,0,6,123.4068,597.0847,37,6,74759.27,597.0847,38
0,0,8,99.39641,376.3506,31,8,47144.1,376.3506,32
0,0,7,66.87418,368.1189,36,7,46082.54,368.1189,37
0,0,4,104.8986,28.55653,32,4,3675.25,28.55653,33
0,0,8,247.5547,126.8511,34,8,16104.02,126.8511,35
0,0,8,240.3065,49.83566,34,8,6469.919,49.83566,35
0,0,8,250.3726,638.6698,32,8,80084.87,638.6698,33
0,0,12,244.35,346.8889,36,12,43605.81,346.8889,37
0,0,11,153.5982,166.0305,40,11,20907.98,166.0305,41
0,0,7,163.6956,66.11535,36,7,8428.24,66.11535,37
0,0,6,144.8555,16.22416,37,6,2173.642,16.22416,38
0,0,6,54.18441,167.7117,37,6,21019.11,167.7117,38
0,0,6,143.2524,964.0039,45,6,120643.9,964.0039,46
0,0,7,89.53342,116.1229,28,7,14605.27,116.1229,29
0,0,8,189.5475,193.212,40,8,24341.65,193.212,41
0,0,8,153.0263,727.3477,37,8,91072.08,727.3477,38
0,0,6,81.13268,1241.575,41,6,155278.6,1241.575,42
0,0,6,36.67505,37.11875,35,6,4677.261,37.11875,36
0,0,8,213.1198,114.9689,36,8,14584.45,114.9689,37
0,0,4,204.2002,65.7662,31,4,8425.723,65.7662,32
0,0,7,84.30182,133.6528,38,7,16791.51,133.6528,39
0,0,11,224.1067,224.1316,41,11,28241.45,224.1316,42
0,0,9,43.8707,82.72533,43,9,10385.4,82.72533,44
0,0,11,88.9051,54.75613,39,11,6934.395,54.75613,40
0,0,10,12.3346,440.0204,39,10,55015.22,440.0204,40
0,0,4,42.58118,46.41396,35,4,5845.104,46.41396,36
0,0,6,240.0035,215.3173,32,6,27154.77,215.3173,33
0,0,9,217.0126,716.9013,40,9,89829.8,716.9013,41
0,0,7,234.7007,728.0516,33,7,91241.98,728.0516,34
0,0,9,154.4663,1049.105,34,9,131293.5,1049.105,35
0,0,10,80.39209,470.8459,46,10,58937.06,470.8459,47
0,0,5,150.1761,12.14147,42,5,1668.056,12.14147,43
0,0,7,94.80143,692.0065,37,7,86596.11,692.0065,38
0,0,7,212.8082,141.3333,36,7,17879.77,141.3333,37
0,0,8,245.3111,287.8819,36,8,36230.88,287.8819,37
0,0,9,202.8746,238.4466,29,9,30009.42,238.4466,30
0,0,9,196.6237,405.8017,36,9,50922.3,405.8017,37
0,0,9,146.8111,2804.973,33,9,350769.3,2804.973,34
0,0,7,183.2445,487.5302,46,7,61125.3,487.5302,47
0,0,9,93.19749,54.94344,28,9,6961.583,54.94344,29
0,0,5,207.9958,268.0173,33,5,33710.49,268.0173,34
0,0,5,193.5363,105.0344,45,5,13323.03,105.0344,46
0,0,8,124.7171,382.3587,30,8,47920.43,382.3587,31
0,0,8,.253805,269.5518,47,8,33694.23,269.5518,48
0,0,6,228.0476,166.3302,40,6,21020.32,166.3302,41
0,0,10,201.4876,328.2832,32,10,41237.87,328.2832,33
0,0,9,9.21432,42.51633,45,9,5324.729,42.51633,46
0,0,9,156.3244,10.49519,29,9,1468.641,10.49519,30
0,0,9,126.6235,471.0975,36,9,59014.13,471.0975,37
0,0,7,33.72153,210.046,40,7,26289.54,210.046,41
0,0,5,206.4656,302.2758,32,5,37991.27,302.2758,33
0,0,9,99.96408,429.7094,29,9,53813.77,429.7094,30
0,0,11,150.159,1468.519,30,11,183715.2,1468.519,31
0,0,8,228.3937,355.086,41,8,44614.43,355.086,42
0,0,9,157.0753,37.04749,32,9,4788.169,37.04749,33
0,0,8,58.48022,23.46595,39,8,2992.213,23.46595,40
0,0,9,249.9497,874.8045,25,9,109601.1,874.8045,26
0,0,10,29.66385,688.8538,32,10,86137.3,688.8538,33
0,0,8,39.4478,568.3243,40,8,71080.08,568.3243,41
0,0,5,99.3693,136.6375,33,5,17179.2,136.6375,34
0,0,6,162.6382,261.8549,35,6,32894.72,261.8549,36
0,0,7,120.6892,211.1199,34,7,26510.8,211.1199,35
0,0,9,20.0263,403.0362,37,9,50400.22,403.0362,38
0,0,7,141.7424,941.1097,37,7,117781.2,941.1097,38
0,0,11,62.84726,166.3951,32,11,20862.92,166.3951,33
0,0,13,29.80647,317.7434,45,13,39747.75,317.7434,46
0,0,9,36.03846,10.97054,31,9,1408.198,10.97054,32
0,0,9,39.90524,51.97295,39,9,6537.177,51.97295,40
0,0,6,128.0579,366.2692,32,6,45912.04,366.2692,33
0,0,10,121.5517,310.6342,36,10,38951.12,310.6342,37
0,0,7,51.68549,84.56714,33,7,10623.24,84.56714,34
0,0,6,118.345,201.602,29,6,25318.8,201.602,30
0,0,7,26.6319,649.0078,35,7,81152.72,649.0078,36
0,0,6,225.9236,652.9,30,6,81839.36,652.9,31
0,0,9,250.5202,682.4595,31,9,85558.92,682.4595,32
0,0,10,87.6545,53.40552,30,10,6764.178,53.40552,31
0,0,7,172.0245,287.9756,40,7,36169.41,287.9756,41
0,0,7,71.09315,799.2931,28,7,99983.09,799.2931,29
0,0,9,42.44942,95.4211,36,9,11970.2,95.4211,37
0,0,8,69.41756,327.3026,35,8,40982.77,327.3026,36
0,0,6,207.6661,97.21029,33,6,12359.4,97.21029,34
0,0,6,254.2991,413.1446,33,6,51897.8,413.1446,34
0,0,15,119.7933,305.6418,39,15,38326,305.6418,40
0,0,7,159.3339,118.9161,26,7,15024.47,118.9161,27
0,0,8,42.51287,233.0562,40,8,29174.98,233.0562,41
0,0,9,252.4597,243.9026,34,9,30740.73,243.9026,35
0,0,7,211.9171,176.3549,33,7,22257.19,176.3549,34
0,0,8,187.2851,4.390766,35,8,736.3087,4.390766,36
0,0,11,169.3868,35.34543,33,11,4588.069,35.34543,34
0,0,8,193.8585,18.10588,37,8,2457.289,18.10588,38
0,0,5,55.33677,398.001,35,5,49805.69,398.001,36
0,0,9,241.2122,101.3226,34,9,12906.82,101.3226,35
0,0,12,210.2142,360.6786,43,12,45295.45,360.6786,44
0,0,7,236.5275,482.2971,34,7,60524.5,482.2971,35
0,0,13,238.6556,179.5516,36,13,22683.46,179.5516,37
0,0,8,30.71575,453.5134,32,8,56720.45,453.5134,33
0,0,7,156.6033,936.6013,36,7,117232.7,936.6013,37
0,0,6,244.0295,389.4489,35,6,48925.88,389.4489,36
0,0,7,59.41218,31.29594,33,7,3972.166,31.29594,34
0,0,9,80.84972,277.5679,36,9,34777.02,277.5679,37
0,0,10,166.2406,342.0395,40,10,42921.9,342.0395,41
0,0,8,198.7906,373.4189,24,8,46876.82,373.4189,25
0,0,11,140.5097,756.7234,31,11,94731.49,756.7234,32
0,0,6,192.8694,690.7615,34,6,86538.72,690.7615,35
0,0,8,205.4555,125.3161,31,8,15870.36,125.3161,32
0,0,3,212.9705,252.7247,39,3,31804.23,252.7247,40
0,0,9,229.1346,206.7889,35,9,26078.48,206.7889,36
0,0,7,41.7541,247.2453,31,7,30948.1,247.2453,32
0,0,9,128.3106,226.7489,27,9,28472.17,226.7489,28
0,0,7,77.95346,431.0514,33,7,53959.83,431.0514,34
0,0,5,180.1893,152.8165,36,5,19282.5,152.8165,37
0,0,6,78.6609,361.737,34,6,45296.77,361.737,35
0,0,8,137.8307,280.6686,47,8,35221.86,280.6686,48
0,0,8,90.84847,154.5153,29,8,19405.52,154.5153,30
0,0,7,70.55671,107.3986,35,7,13496.15,107.3986,36
0,0,9,190.4152,644.0798,39,9,80700.99,644.0798,40
0,0,7,7.486603,438.5917,32,7,54832.2,438.5917,33
0,0,8,251.8491,111.6363,27,8,14206.45,111.6363,28
0,0,10,231.7949,75.3568,39,10,9651.819,75.3568,40
0,0,8,4.89983,375.9443,34,8,46998.02,375.9443,35
0,0,11,237.5671,92.37898,45,11,11785.5,92.37898,46
0,0,7,135.3715,50.79031,40,7,6484.554,50.79031,41
0,0,6,210.1362,129.5904,30,6,16409.59,129.5904,31
0,0,11,136.805,39.76992,36,11,5108.075,39.76992,37
0,0,6,134.3283,50.93298,32,6,6501.622,50.93298,33
0,0,6,21.93796,803.5682,42,6,100468.9,803.5682,43
0,0,8,105.6593,487.2346,36,8,61010.45,487.2346,37
0,0,6,131.3979,214.1689,30,6,26902.64,214.1689,31
0,0,8,.5714679,214.6953,37,8,26837.75,214.6953,38
0,0,7,196.752,176.6952,43,7,22284.13,176.6952,44
0,0,8,209.5457,277.4032,27,8,34885.2,277.4032,28
0,0,6,222.6595,42.97121,37,6,5594.568,42.97121,38
0,0,9,53.65308,539.2209,40,9,67456.71,539.2209,41
0,0,10,186.2425,173.5175,23,10,21876.5,173.5175,24
0,0,9,147.6333,9.07604,34,9,1282.174,9.07604,35
0,0,6,54.75782,525.0753,39,6,65689.41,525.0753,40
0,0,6,161.0123,17.23398,32,6,2315.399,17.23398,33
0,0,6,60.51091,492.162,34,6,61581.23,492.162,35
0,0,9,227.7649,49.7576,40,9,6447.958,49.7576,41
0,0,6,9.711488,1280.134,45,6,160027,1280.134,46
0,0,9,49.71532,85.61957,31,9,10752.48,85.61957,32
0,0,6,124.2808,1066.602,44,6,133450,1066.602,45
0,0,12,118.6812,82.68467,27,12,10455.08,82.68467,28
0,0,7,7.342818,17.3676,35,7,2178.573,17.3676,36
0,0,10,38.55586,370.1379,45,10,46306.57,370.1379,46
0,0,7,167.3458,1219.268,31,7,152576.1,1219.268,32
0,0,8,134.0995,251.3352,37,8,31551.61,251.3352,38
0,0,10,99.56796,280.3793,44,10,35147.58,280.3793,45
0,0,5,215.0166,443.6745,35,5,55674.99,443.6745,36
0,0,7,227.6666,3076.238,36,7,384757.9,3076.238,37
0,0,5,227.3543,504.0941,35,5,63239.28,504.0941,36
0,0,7,155.5883,237.9638,36,7,29901.9,237.9638,37
0,0,7,109.1947,427.7034,37,7,53572.42,427.7034,38
0,0,9,143.3747,1409.858,37,9,176375.6,1409.858,38
0,0,8,82.04732,63.37954,41,8,8004.726,63.37954,42
0,0,10,94.80341,463.3759,34,10,58017.28,463.3759,35
0,0,5,54.51349,52.8308,37,5,6658.91,52.8308,38
0,0,10,254.2723,1115.421,28,10,139682.8,1115.421,29
0,0,5,217.6683,201.9893,32,5,25466.42,201.9893,33
0,0,5,241.7323,116.5915,41,5,14816.67,116.5915,42
0,0,8,200.5422,136.2337,37,8,17230.17,136.2337,38
0,0,7,146.2799,156.8887,31,7,19757.46,156.8887,32
0,0,9,123.6592,7.830874,28,9,1103.308,7.830874,29
0,0,11,21.5245,11.37393,30,11,1443.627,11.37393,31
0,0,8,247.9876,106.1244,22,8,13513.75,106.1244,23
0,0,5,190.2978,323.7868,40,5,40663.82,323.7868,41
0,0,13,90.15543,740.581,25,13,92663.76,740.581,26
0,0,4,108.9546,893.8408,30,4,111839.3,893.8408,31
0,0,11,256.9234,86.62492,33,11,11085.17,86.62492,34
0,0,7,4.833611,641.7657,40,7,80226.35,641.7657,41
0,0,10,44.93668,214.9286,33,10,26911.47,214.9286,34
0,0,9,40.55357,535.8265,39,9,67019.37,535.8265,40
0,0,8,128.2871,56.05476,42,8,7135.959,56.05476,43
0,0,7,243.6293,198.852,30,7,25100.38,198.852,31
0,0,10,148.2617,780.6034,39,10,97724.3,780.6034,40
0,0,7,144.0828,556.1529,31,7,69663.35,556.1529,32
0,0,6,170.1561,127.9191,39,6,16160.09,127.9191,40
0,0,5,40.38081,172.0543,33,5,21547.53,172.0543,34
0,0,7,36.60405,882.3079,26,7,110325.3,882.3079,27
0,0,8,63.9198,3802.522,32,8,475379.4,3802.522,33
0,0,9,148.8711,999.5222,28,9,125089.5,999.5222,29
0,0,5,126.2541,485.6401,25,5,60831.64,485.6401,26
0,0,8,35.17635,88.89199,43,8,11146.84,88.89199,44
0,0,9,139.7598,102.7907,39,9,12988.71,102.7907,40
0,0,9,8.650674,197.3071,36,9,24672.29,197.3071,37
0,0,7,9.198366,49.44667,44,7,6190.712,49.44667,45
0,0,7,232.8607,465.3813,29,7,58406.32,465.3813,30
0,0,8,86.665,121.1306,30,8,15228.9,121.1306,31
0,0,6,144.252,333.529,51,6,41835.49,333.529,52
0,0,8,100.2825,553.3048,33,8,69263.82,553.3048,34
0,0,10,256.0505,535.9061,33,10,67244.66,535.9061,34
0,0,5,4.331198,273.6487,42,5,34210.54,273.6487,43
0,0,7,240.3026,43.07683,33,7,5625.675,43.07683,34
0,0,7,32.75269,375.6145,31,7,46985.55,375.6145,32
0,0,7,248.1232,18.17027,39,7,2519.862,18.17027,40
0,0,9,236.0614,506.4474,43,9,63542.86,506.4474,44
0,0,10,108.0408,39.17426,35,10,5005.33,39.17426,36
0,0,7,94.95532,105.5797,33,7,13292.74,105.5797,34
0,0,8,60.33473,732.4285,39,8,91614.44,732.4285,40
0,0,9,159.2333,497.4916,37,9,62345.7,497.4916,38
0,0,9,23.21442,347.7169,36,9,43488.22,347.7169,37
0,0,9,236.2698,277.1654,31,9,34882.1,277.1654,32
0,0,7,119.766,391.7988,40,7,49095.6,391.7988,41
0,0,8,105.8275,27.77867,25,8,3578.855,27.77867,26
0,0,6,201.4474,430.3858,31,6,54000.14,430.3858,32
0,0,7,148.6507,113.447,34,7,14330.27,113.447,35
0,0,4,168.9687,299.1393,35,4,37562.13,299.1393,36
0,0,7,6.379293,902.5551,35,7,112825.8,902.5551,36
0,0,12,168.1828,35.65662,31,12,4625.271,35.65662,32
0,0,7,56.061,17.76613,38,7,2277.29,17.76613,39
0,0,9,193.6608,552.1834,38,9,69217.48,552.1834,39
0,0,8,30.83836,146.0134,40,8,18282.61,146.0134,41
0,0,8,95.4517,64.38077,43,8,8143.26,64.38077,44
0,0,6,187.3938,490.6084,36,6,61514.21,490.6084,37
0,0,9,233.481,50.40083,34,9,6533.884,50.40083,35
0,0,9,254.8887,239.5224,28,9,30196.13,239.5224,29
0,0,10,22.48129,192.2052,49,10,24048.42,192.2052,50
0,0,8,232.9277,396.2997,27,8,49770.56,396.2997,28
0,0,3,224.5675,638.0368,38,3,79979.66,638.0368,39
0,0,8,237.2915,309.6405,36,8,38942.66,309.6405,37
0,0,6,108.6642,387.7223,37,6,48574.04,387.7223,38
0,0,10,142.3272,535.6964,25,10,67105.27,535.6964,26
0,0,10,224.2704,631.0306,34,10,79103.18,631.0306,35
0,0,9,72.43671,1360.666,38,9,170156.2,1360.666,39
0,0,8,210.7053,804.9533,33,8,100830.4,804.9533,34
0,0,9,35.68383,1220.892,35,9,152647.4,1220.892,36
0,0,8,232.0638,130.4905,29,8,16544.19,130.4905,30
0,0,8,144.9612,178.9845,35,8,22518.91,178.9845,36
0,0,10,33.06218,358.8438,42,10,44888.81,358.8438,43
0,0,11,253.1303,145.0645,31,11,18386.83,145.0645,32
0,0,8,146.1097,449.0061,33,8,56272.8,449.0061,34
0,0,11,96.48174,258.8276,30,11,32450.02,258.8276,31
0,0,7,86.51398,252.7029,39,7,31674.88,252.7029,40
0,0,5,108.8889,185.18,37,5,23257.37,185.18,38
0,0,9,165.6886,74.39985,42,9,9466.655,74.39985,43
0,0,5,173.6779,153.9368,35,5,19416.1,153.9368,36
0,0,8,200.2464,224.4953,30,8,28262.85,224.4953,31
0,0,10,205.6682,1010.076,36,10,126465.6,1010.076,37
0,0,7,146.5501,1254.839,33,7,157001.6,1254.839,34
0,0,7,167.7808,360.0988,34,7,45180.52,360.0988,35
0,0,9,233.794,310.7912,38,9,39082.88,310.7912,39
0,0,9,109.8965,128.8601,35,9,16217.64,128.8601,36
0,0,7,145.699,755.6616,31,7,94603.56,755.6616,32
0,0,7,116.2952,101.2668,28,7,12774.95,101.2668,29
0,0,6,183.7462,656.7372,32,6,82276.61,656.7372,33
0,0,11,165.3095,74.23584,30,11,9445.223,74.23584,31
0,0,8,176.1885,597.8563,30,8,74909.14,597.8563,31
0,0,5,251.8717,4.901907,35,5,865.2548,4.901907,36
0,0,8,40.66116,166.1309,41,8,20807.89,166.1309,42
0,0,9,180.6835,351.6618,36,9,44138.77,351.6618,37
0,0,12,96.03056,122.9199,37,12,15461.08,122.9199,38
0,0,8,172.2379,322.2778,38,8,40457.14,322.2778,39
0,0,8,146.4887,751.0089,28,8,94022.93,751.0089,29
0,0,9,143.6664,157.7298,40,9,19860.85,157.7298,41
0,0,7,181.5502,501.3041,26,7,62845.44,501.3041,27
0,0,14,19.83812,269.9668,31,14,33766.5,269.9668,32
0,0,4,118.1631,309.9976,37,4,38868.77,309.9976,38
0,0,7,176.9147,15.96415,40,7,2172.858,15.96415,41
0,0,7,68.29963,159.7852,27,7,20041.8,159.7852,28
0,0,6,118.5277,416.7859,32,6,52217.15,416.7859,33
0,0,6,.7597333,76.90495,37,6,9614.628,76.90495,38
0,0,6,17.28749,131.8843,42,6,16503.57,131.8843,43
0,0,6,91.44559,60.69271,31,6,7678.339,60.69271,32
0,0,8,44.57373,672.0958,38,8,84057.34,672.0958,39
0,0,8,208.5799,52.83157,32,8,6812.869,52.83157,33
0,0,6,3.339281,206.3694,33,6,25800.12,206.3694,34
0,0,8,227.6989,309.2518,35,8,38884.73,309.2518,36
0,0,7,169.7082,263.7766,34,7,33142.26,263.7766,35
0,0,11,201.1704,137.745,30,11,17419.75,137.745,31
0,0,5,235.3762,285.9315,31,5,35976.98,285.9315,32
0,0,8,108.4073,50.35919,38,8,6403.417,50.35919,39
0,0,8,55.93756,512.9915,28,8,64180.57,512.9915,29
0,0,11,83.38699,223.1691,24,11,27980.36,223.1691,25
0,0,6,188.2427,624.9869,35,6,78312.13,624.9869,36
0,0,8,46.70708,312.1464,39,8,39065.72,312.1464,40
0,0,8,239.1449,1091.085,34,8,136625,1091.085,35
0,0,9,234.5376,880.8782,30,9,110344.4,880.8782,31
0,0,3,46.78251,382.2999,32,3,47835.23,382.2999,33
0,0,5,31.31453,11.24168,25,5,1437.517,11.24168,26
0,0,10,228.0774,1307.597,38,10,163677.8,1307.597,39
0,0,7,153.3851,98.54545,42,7,12471.71,98.54545,43
0,0,7,206.9603,1447.272,36,7,181116.4,1447.272,37
0,0,6,70.91803,685.771,26,6,85792.5,685.771,27
0,0,8,75.94135,163.3752,35,8,20498.47,163.3752,36
0,0,9,154.0445,128.9103,37,9,16268.01,128.9103,38
0,0,12,.4851755,112.084,31,12,14011.31,112.084,32
0,0,8,64.91048,111.1802,37,8,13963.37,111.1802,38
0,0,9,240.6418,55.23709,30,9,7145.384,55.23709,31
0,0,9,99.11935,1062.286,35,9,132885.6,1062.286,36
0,0,6,64.66484,25.28997,31,6,3226.531,25.28997,32
0,0,7,6.598673,547.9614,28,7,68502.13,547.9614,29
0,0,5,229.4315,1.927706,35,5,471.1676,1.927706,36
0,0,10,160.2292,239.3969,36,10,30085.79,239.3969,37
0,0,5,236.198,42.58698,33,5,5560.569,42.58698,34
0,0,7,100.0693,382.1967,38,7,47875.36,382.1967,39
0,0,12,47.51149,89.30926,39,12,11212.09,89.30926,40
0,0,12,78.98497,496.6306,38,12,62158.59,496.6306,39
0,0,3,240.7469,241.8926,38,3,30477.97,241.8926,39
0,0,7,254.4998,194.0253,32,7,24508.4,194.0253,33
0,0,8,39.28511,52.9323,30,8,6656.256,52.9323,31
0,0,8,71.81555,78.45601,42,8,9879.772,78.45601,43
0,0,10,57.37771,170.0072,41,10,21308.34,170.0072,42
0,0,9,247.6228,1364.988,42,9,170871.4,1364.988,43
0,0,6,240.662,782.8495,42,6,98097.62,782.8495,43
0,0,7,223.0329,462.2289,27,7,58001.95,462.2289,28
0,0,8,213.0956,694.7978,40,8,87063.56,694.7978,41
0,0,10,157.0785,575.9114,43,10,72146.09,575.9114,44
0,0,6,125.0025,841.26,27,6,105283.1,841.26,28
0,0,12,66.48408,530.454,42,12,66373.88,530.454,43
0,0,6,225.4086,620.2925,32,6,77762.84,620.2925,33
0,0,8,104.8967,236.799,41,8,29705.27,236.799,42
0,0,10,168.6053,112.7588,33,10,14263.85,112.7588,34
0,0,12,216.2738,27.27829,39,12,3626.149,27.27829,40
0,0,7,1.21054,205.1654,36,7,25647.54,205.1654,37
0,0,9,154.0762,821.6041,36,9,102854.6,821.6041,37
0,0,12,92.10543,746.1871,28,12,93365.92,746.1871,29
0,0,6,239.0286,458.6102,35,6,57566.14,458.6102,36
0,0,11,94.1951,286.4272,34,11,35897.62,286.4272,35
0,0,9,213.0817,342.0143,33,9,42965.82,342.0143,34
0,0,9,201.7708,123.5122,40,9,15641.43,123.5122,41
0,0,10,150.8779,495.4886,36,10,62087.71,495.4886,37
0,0,12,256.2352,162.9632,36,12,20627.29,162.9632,37
0,0,8,114.1174,209.0743,26,8,26248.75,209.0743,27
0,0,12,114.0789,442.6168,33,12,55441.23,442.6168,34
0,0,5,143.9436,184.713,44,5,23233.59,184.713,45
0,0,13,105.1397,114.7644,27,13,14451,114.7644,28
0,0,8,104.2176,367.7711,37,8,46075.89,367.7711,38
0,0,6,43.39875,139.7483,40,6,17512.39,139.7483,41
0,0,10,14.99843,710.145,40,10,88784.08,710.145,41
0,0,10,112.5049,161.8345,30,10,20342.35,161.8345,31
0,0,9,155.2064,335.2795,33,9,42065.85,335.2795,34
0,0,7,104.4311,109.2757,32,7,13764.87,109.2757,33
0,0,7,115.5806,775.1057,49,7,97003.98,775.1057,50
0,0,3,222.3874,759.3755,35,3,95144.73,759.3755,36
0,0,8,82.75932,473.5185,32,8,59273.25,473.5185,33
0,0,7,198.1808,531.3805,40,7,66621.35,531.3805,41
0,0,7,13.39477,131.2637,36,7,16422.27,131.2637,37
0,0,8,148.7935,112.2532,39,8,14180.75,112.2532,40
0,0,5,135.8459,93.72728,28,5,11852.47,93.72728,29
0,0,7,70.16241,1092.091,34,7,136581.6,1092.091,35
0,0,10,198.2707,139.0909,35,10,17585.45,139.0909,36
0,0,8,35.45114,52.98957,25,8,6659.606,52.98957,26
0,0,10,80.68996,589.5165,36,10,73770.87,589.5165,37
0,0,6,98.79792,474.6449,37,6,59429.98,474.6449,38
0,0,9,184.9635,371.0842,39,9,46571.39,371.0842,40
0,0,13,197.0928,339.7126,38,13,42661.86,339.7126,39
0,0,11,125.2895,592.5569,43,11,74194.91,592.5569,44
0,0,7,46.06631,43.75353,46,7,5515.953,43.75353,47
0,0,9,92.17445,165.3636,47,9,20763.01,165.3636,48
0,0,8,186.1327,953.2797,41,8,119346.4,953.2797,42
0,0,8,113.1143,227.0371,41,8,28493.61,227.0371,42
0,0,9,90.27171,349.1814,33,9,43738.43,349.1814,34
0,0,10,129.8395,261.2736,35,10,32789.64,261.2736,36
0,0,8,145.4221,392.2211,38,8,49173.38,392.2211,39
0,0,4,59.64972,4.317493,42,4,599.543,4.317493,43
0,0,13,253.3987,71.75977,33,13,9224.179,71.75977,34
0,0,9,57.24738,280.6472,41,9,35138.92,280.6472,42
0,0,10,44.36915,1238.548,39,10,154863.6,1238.548,40
0,0,10,75.84248,185.8906,32,10,23312.4,185.8906,33
0,0,8,75.86336,138.8273,35,8,17429.65,138.8273,36
0,0,5,120.431,364.4149,39,5,45672.8,364.4149,40
0,0,8,200.0259,1149.543,39,8,143893.6,1149.543,40
0,0,7,165.0535,243.0337,33,7,30544.43,243.0337,34
0,0,9,95.31059,282.3651,28,9,35391.43,282.3651,29
0,0,12,167.7002,512.5871,34,12,64241.18,512.5871,35
0,0,4,45.88622,76.63411,38,4,9625.184,76.63411,39
0,0,8,51.95461,227.2643,36,8,28460.26,227.2643,37
0,0,7,53.74704,465.2726,37,7,58213.01,465.2726,38
0,0,6,175.2819,606.9515,37,6,76044.75,606.9515,38
0,0,6,13.64764,711.0648,36,6,88896.97,711.0648,37
0,0,9,216.5033,159.1625,34,9,20112.64,159.1625,35
0,0,9,101.9037,752.6833,37,9,94187.75,752.6833,38
0,0,9,256.9988,1136.867,38,9,142365.8,1136.867,39
0,0,10,4.028546,45.51859,34,10,5694.036,45.51859,35
0,0,11,89.70605,698.8655,44,11,87448.09,698.8655,45
0,0,12,132.3535,43.60589,32,12,5583.681,43.60589,33
0,0,7,198.8522,136.2346,35,7,17228.23,136.2346,36
0,0,5,181.7752,275.3894,27,5,34605.46,275.3894,28
0,0,11,245.1875,132.1233,35,11,16761.23,132.1233,36
0,0,10,251.8174,178.9982,35,10,22627.57,178.9982,36
0,0,5,7.168165,1155.926,37,5,144498.8,1155.926,38
0,0,4,10.8323,1571.52,36,4,196451.3,1571.52,37
0,0,4,78.65272,96.60789,26,4,12154.96,96.60789,27
0,0,7,46.57269,166.8654,35,7,20905.09,166.8654,36
0,0,9,227.6837,1683.532,33,9,210669.3,1683.532,34
0,0,10,124.5815,48.67661,37,10,6209.166,48.67661,38
0,0,7,149.8158,27.97485,36,7,3646.974,27.97485,37
0,0,8,243.9218,23.65006,38,8,3200.861,23.65006,39
0,0,8,119.1042,108.2176,38,8,13646.7,108.2176,39
0,0,5,62.07673,232.6283,37,5,29140.94,232.6283,38
0,0,7,178.8366,127.5455,36,7,16122.88,127.5455,37
0,0,5,130.4264,59.32513,35,5,7547.042,59.32513,36
0,0,9,165.022,875.358,35,9,109585.6,875.358,36
0,0,10,36.36037,384.2175,32,10,48063.56,384.2175,33
0,0,5,33.17028,98.71128,36,5,12372.62,98.71128,37
0,0,7,196.3603,98.28438,31,7,12482.6,98.28438,32
0,0,7,175.8979,388.8488,39,7,48782.68,388.8488,40
0,0,5,172.659,462.0134,32,5,57925.22,462.0134,33
0,0,9,206.861,86.40133,31,9,11007.73,86.40133,32
0,0,9,71.8401,772.3923,31,9,96621.79,772.3923,32
0,0,8,91.33156,335.9915,41,8,42091.17,335.9915,42
0,0,8,65.07232,140.4214,36,8,17618.32,140.4214,37
0,0,7,129.6321,94.62431,40,7,11958.22,94.62431,41
0,0,8,56.22992,621.1613,41,8,77701.45,621.1613,42
0,0,7,188.1334,480.3684,32,7,60234.26,480.3684,33
0,0,9,156.4747,497.7122,30,9,62371.47,497.7122,31
0,0,10,67.10707,31.03736,37,10,3946.821,31.03736,38
0,0,9,2.521164,225.0421,39,9,28133.12,225.0421,40
0,0,7,171.271,143.6037,32,7,18121.78,143.6037,33
0,0,12,244.8707,336.3893,33,12,42293.61,336.3893,34
0,0,10,75.54417,28.18464,37,10,3599.106,28.18464,38
0,0,6,219.7983,48.18502,30,6,6243.207,48.18502,31
0,0,8,256.8009,11.74145,32,8,1724.582,11.74145,33
0,0,9,213.8635,351.264,41,9,44122.28,351.264,42
0,0,7,179.7145,5.877606,37,7,914.6842,5.877606,38
0,0,11,127.4072,881.23,41,11,110281.3,881.23,42
0,0,6,249.1198,184.297,38,6,23286.96,184.297,39
0,0,10,173.2143,627.8284,39,10,78652.1,627.8284,40
0,0,10,143.9173,929.769,42,10,116365.6,929.769,43
0,0,10,141.6277,113.4884,41,10,14328.46,113.4884,42
0,0,10,132.6786,180.586,35,10,22706.81,180.586,36
0,0,5,74.81779,348.7649,32,5,43671.23,348.7649,33
0,0,7,136.9072,562.2084,30,7,70413.13,562.2084,31
0,0,11,76.13329,106.5782,28,11,13399.28,106.5782,29
0,0,8,124.2309,124.6735,35,8,15709.03,124.6735,36
0,0,10,146.8693,80.97025,38,10,10268.38,80.97025,39
0,0,7,32.04227,7.698171,43,7,994.9862,7.698171,44
0,0,6,59.19604,571.8757,37,6,71544.63,571.8757,38
0,0,4,183.8985,696.2986,31,4,87221.65,696.2986,32
0,0,8,34.35103,117.8118,38,8,14761.51,117.8118,39
