year,municipality_id,air_quality_regulation_year,particulate_matter
2011,473,,86.21918
2012,473,,87.31214
2003,474,,67.25808
2004,474,,4.487198
2005,474,,-39.97794
2006,474,,114.4441
2007,474,,68.07193
2008,474,,43.16616
2009,474,,118.0751
2010,474,,60.77917
2011,474,,80.44438
2012,474,,84.70192
2003,475,,93.33852
2004,475,,-2.667717
2005,475,,-7.953766
2006,475,,116.065
2007,475,,116.9546
2008,475,,30.45993
2009,475,,99.8972
2010,475,,54.43051
2011,475,,72.55933
2012,475,,77.82278
2003,476,,68.95396
2004,476,,10.42621
2005,476,,-3.504105
2006,476,,111.6116
2007,476,,115.8195
2008,476,,36.97597
2009,476,,112.2481
2010,476,,56.66624
2011,476,,95.22368
2012,476,,91.43332
2003,477,,61.4032
2004,477,,25.70589
2005,477,,-22.82196
2006,477,,106.4119
2007,477,,76.55626
2008,477,,41.10669
2009,477,,106.1274
2010,477,,73.92485
2011,477,,89.28669
2012,477,,83.30988
2003,478,,77.44579
2004,478,,3.465218
2005,478,,3.611877
2006,478,,103.3337
2007,478,,111.1049
2008,478,,54.15189
2009,478,,96.67859
2010,478,,44.2821
2011,478,,75.88425
2012,478,,81.91529
2003,479,,69.04014
2004,479,,4.677406
2005,479,,-31.49928
2006,479,,96.55454
2007,479,,94.87148
2008,479,,54.54563
2009,479,,104.8204
2010,479,,61.07858
2011,479,,105.9714
2012,479,,90.71317
2003,480,,83.57542
2004,480,,1.541618
2005,480,,-29.15833
2006,480,,112.6811
2007,480,,108.5726
2008,480,,37.82827
2009,480,,96.98421
2010,480,,35.55653
2011,480,,116.087
2012,480,,76.35098
2003,481,,70.00986
2004,481,,23.95367
2005,481,,-11.17488
2006,481,,104.9865
2007,481,,106.2286
2008,481,,60.06364
2009,481,,110.6949
2010,481,,61.34472
2011,481,,94.73682
2012,481,,60.7308
2003,482,,75.79157
2004,482,,7.526855
2005,482,,-17.26271
2006,482,,105.3023
2007,482,,93.53214
2008,482,,43.26137
2009,482,,104.6575
2010,482,,52.7646
2011,482,,90.44131
2012,482,,83.10432
2003,483,,63.53896
2004,483,,19.62056
2005,483,,-14.3986
2006,483,,115.5903
2007,483,,95.86632
2008,483,,50.38222
2009,483,,100.8346
2010,483,,55.97284
2011,483,,96.75192
2012,483,,83.20277
2003,484,,85.19711
2004,484,,21.87022
2005,484,,-2.881622
2006,484,,114.169
2007,484,,84.17036
2008,484,,61.34872
2009,484,,118.4677
2010,484,,63.02909
2011,484,,99.07157
2012,484,,85.99585
2003,485,,81.08553
2004,485,,11.90421
2005,485,,-13.2939
2006,485,,126.5661
2007,485,,106.3488
2008,485,,48.49144
2009,485,,90.56094
2010,485,,49.75029
2011,485,,86.80025
2012,485,,79.36576
2003,486,,67.14449
2004,486,,15.58254
2005,486,,-5.890266
2006,486,,98.43557
2007,486,,100.5096
2008,486,,63.77229
2009,486,,112.5916
2010,486,,39.68309
2011,486,,92.384
2012,486,,80.90667
2003,487,,66.57951
2004,487,,14.97935
2005,487,,-25.72252
2006,487,,114.224
2007,487,,112.546
2008,487,,66.05558
2009,487,,95.40791
2010,487,,69.84835
2011,487,,76.74827
2012,487,,82.65427
2003,488,,75.72025
2004,488,,19.93505
2005,488,,-.1311798
2006,488,,115.4362
2007,488,,83.46446
2008,488,,72.92243
2009,488,,107.362
2010,488,,44.10788
2011,488,,93.4772
2012,488,,72.35136
2003,489,,75.40287
2004,489,,12.54622
2005,489,,-7.795197
2006,489,,107.9672
2007,489,,106.776
2008,489,,48.38097
2009,489,,101.6525
2010,489,,88.8795
2011,489,,89.64486
2012,489,,72.24478
2003,490,,88.3952
2004,490,,.9448166
2005,490,,-17.60191
2006,490,,111.5842
2007,490,,98.05215
2008,490,,41.00474
2009,490,,103.2461
2010,490,,48.79286
2011,490,,94.85161
2012,490,,101.1823
2003,491,,68.55343
2004,491,,15.49094
2005,491,,-15.77028
2006,491,,94.9591
2007,491,,109.7506
2008,491,,44.79972
2009,491,,98.87698
2010,491,,48.94296
2011,491,,97.7317
2012,491,,79.77818
2003,492,,80.43748
2004,492,,4.274139
2005,492,,-5.675346
2006,492,,125.5544
2007,492,,97.45395
2008,492,,37.7665
2009,492,,105.2815
2010,492,,40.4609
2011,492,,88.01434
2012,492,,84.16862
2003,493,,76.41361
2004,493,,4.932098
2005,493,,-14.26661
2006,493,,124.8918
2007,493,,116.5082
2008,493,,53.27247
2009,493,,119.8803
2010,493,,35.18487
2011,493,,104.4148
2012,493,,71.32099
2003,494,,71.9286
2004,494,,10.94133
2005,494,,-27.75692
2006,494,,120.2038
2007,494,,93.15957
2008,494,,39.51931
2009,494,,114.5121
2010,494,,77.2624
2011,494,,71.89646
2012,494,,73.32751
2003,495,,83.78638
2004,495,,23.5616
2005,495,,-9.405182
2006,495,,119.1221
2007,495,,102.767
2008,495,,50.84937
2009,495,,116.1925
2010,495,,57.25331
2011,495,,96.15648
2012,495,,86.58633
2003,496,,65.38389
2004,496,,28.14972
2005,496,,-22.72306
2006,496,,112.198
2007,496,,86.88621
2008,496,,42.98199
2009,496,,103.1419
2010,496,,59.17657
2011,496,,89.89272
2012,496,,90.17115
2003,497,,68.61382
2004,497,,12.60777
2005,497,,-6.935547
2006,497,,118.4552
2007,497,,87.53693
2008,497,,41.75628
2009,497,,99.32459
2010,497,,67.05063
2011,497,,76.37676
2012,497,,72.48106
2003,498,,85.23654
2004,498,,18.23929
2005,498,,-10.02433
2006,498,,129.7632
2007,498,,96.43651
2008,498,,37.23175
2009,498,,115.0933
2010,498,,68.17931
2011,498,,104.2784
2012,498,,82.73826
2003,499,,72.89101
2004,499,,17.55537
2005,499,,-22.28986
2006,499,,111.9591
2007,499,,107.9284
2008,499,,47.83616
2009,499,,96.78156
2010,499,,83.10826
2011,499,,93.59769
2012,499,,90.36948
2003,500,,65.21998
2004,500,,6.967766
2005,500,,-11.71724
2006,500,,110.8411
2007,500,,90.96468
2008,500,,41.4483
2009,500,,123.2156
2010,500,,68.07735
2011,500,,94.18925
2012,500,,85.30744
2003,501,,64.29499
2004,501,,-3.936913
2005,501,,-19.17006
2006,501,,94.98228
2007,501,,94.81561
2008,501,,60.68753
2009,501,,95.12299
2010,501,,63.52112
2011,501,,101.2163
2012,501,,70.76197
2003,502,,80.50011
2004,502,,11.85172
2005,502,,-18.82842
2006,502,,108.0974
2007,502,,95.41428
2008,502,,32.22051
2009,502,,87.06844
2010,502,,41.07687
2011,502,,102.0975
2012,502,,82.51305
2003,503,,79.37628
2004,503,,27.81667
2005,503,,-24.14198
2006,503,,119.0527
2007,503,,94.05716
2008,503,,49.2807
2009,503,,104.099
2010,503,,61.15247
2011,503,,85.42494
2012,503,,78.92768
2003,504,,61.38139
2004,504,,9.848457
2005,504,,-3.050873
2006,504,,108.695
2007,504,,86.02334
2008,504,,53.16038
2009,504,,102.2591
2010,504,,83.15891
2011,504,,103.4822
2012,504,,88.32789
2003,505,,59.58138
2004,505,,4.127464
2005,505,,-21.69713
2006,505,,109.6092
2007,505,,110.1263
2008,505,,48.77651
2009,505,,104.3177
2010,505,,61.60766
2011,505,,106.5165
2012,505,,74.83127
2003,506,,74.60059
2004,506,,4.90876
2005,506,,1.01976
2006,506,,106.7596
2007,506,,93.92969
2008,506,,43.06913
2009,506,,113.2665
2010,506,,55.57619
2011,506,,97.23924
2012,506,,76.08319
2003,507,,68.19102
2004,507,,-1.252029
2005,507,,-5.969345
2006,507,,117.5118
2007,507,,92.30591
2008,507,,47.23584
2009,507,,112.4643
2010,507,,60.85954
2011,507,,101.6066
2012,507,,85.99244
2003,508,,73.19421
2004,508,,3.668716
2005,508,,-16.5638
2006,508,,114.0851
2007,508,,101.4032
2008,508,,38.874
2009,508,,104.019
2010,508,,62.55698
2011,508,,98.92175
2012,508,,83.68465
2003,509,,79.99169
2004,509,,9.863899
2005,509,,-11.22741
2006,509,,126.5668
2007,509,,112.6512
2008,509,,30.99338
2009,509,,103.3218
2010,509,,51.43398
2011,509,,94.94005
2012,509,,78.79331
2003,510,,83.47645
2004,510,,21.51689
2005,510,,-20.67627
2006,510,,101.282
2007,510,,101.3037
2008,510,,60.37798
2009,510,,97.90938
2010,510,,52.29198
2011,510,,91.91113
2012,510,,78.65813
2003,511,,80.57724
2004,511,,13.02987
2005,511,,-12.07321
2006,511,,104.6065
2007,511,,105.3664
2008,511,,30.06433
2009,511,,119.3629
2010,511,,62.37916
2011,511,,90.50346
2012,511,,84.70768
2003,512,,72.32563
2004,512,,3.204514
2005,512,,-24.04568
2006,512,,96.49915
2007,512,,96.69279
2008,512,,52.62609
2009,512,,71.19121
2010,512,,74.50358
2011,512,,98.15446
2012,512,,90.21234
2003,513,,80.64623
2004,513,,-1.665207
2005,513,,-13.46372
2006,513,,125.1195
2007,513,,94.57466
2008,513,,29.11625
2009,513,,105.2001
2010,513,,64.99412
2011,513,,101.4208
2012,513,,86.20641
2003,514,,81.45177
2004,514,,26.39665
2005,514,,-7.62133
2006,514,,105.486
2007,514,,82.22373
2008,514,,31.1302
2009,514,,119.7511
2010,514,,62.66978
2011,514,,109.0168
2012,514,,74.67853
2003,515,,91.72958
2004,515,,15.32771
2005,515,,-7.91465
2006,515,,118.1228
2007,515,,85.43642
2008,515,,48.1361
2009,515,,102.587
2010,515,,51.10295
2011,515,,89.81445
2012,515,,87.98168
2003,516,,95.01703
2004,516,,20.27946
2005,516,,-19.65793
2006,516,,119.8429
2007,516,,126.3188
2008,516,,38.06191
2009,516,,90.06412
2010,516,,63.42724
2011,516,,84.09312
2012,516,,70.24865
2003,517,,64.70409
2004,517,,22.37561
2005,517,,-16.55943
2006,517,,91.56588
2007,517,,114.5703
2008,517,,26.75618
2009,517,,95.43793
2010,517,,39.37967
2011,517,,97.58054
2012,517,,81.04222
2003,518,,78.21037
2004,518,,2.85228
2005,518,,-17.70282
2006,518,,100.7682
2007,518,,84.30678
2008,518,,28.20305
2009,518,,105.9757
2010,518,,42.23372
2011,518,,89.91327
2012,518,,85.01883
2003,519,,75.67393
2004,519,,33.53622
2005,519,,-1.415115
2006,519,,108.8251
2007,519,,88.7129
2008,519,,30.74131
2009,519,,114.5509
2010,519,,51.25049
2011,519,,97.59736
2012,519,,79.31282
2003,520,,76.80883
2004,520,,14.48405
2005,520,,-13.77362
2006,520,,109.6641
2007,520,,103.8242
2008,520,,46.12969
2009,520,,116.8453
2010,520,,41.74279
2011,520,,75.96159
2012,520,,57.85113
2003,521,,61.82299
2004,521,,7.603539
2005,521,,.233757
2006,521,,117.8777
2007,521,,114.4781
2008,521,,51.65846
2009,521,,92.33736
2010,521,,45.60221
2011,521,,69.54625
2012,521,,98.14668
2003,522,,78.82869
2004,522,,13.67108
2005,522,,-4.719002
2006,522,,115.0118
2007,522,,121.6023
2008,522,,46.03201
2009,522,,118.7938
2010,522,,53.71603
2011,522,,87.36428
2012,522,,93.03848
2003,523,,80.28997
2004,523,,35.36409
2005,523,,-24.55479
2006,523,,103.1589
2007,523,,107.549
2008,523,,47.15395
2009,523,,99.55525
2010,523,,60.34143
2011,523,,114.5723
2012,523,,95.36616
2003,524,,88.82372
2004,524,,7.717995
2005,524,,-15.01453
2006,524,,134.0912
2007,524,,116.8835
2008,524,,44.63827
2009,524,,109.4269
2010,524,,50.94091
2011,524,,86.19608
2012,524,,90.24797
2003,525,,55.99722
2004,525,,17.78783
2005,525,,-8.848801
2006,525,,119.7916
2007,525,,86.97176
2008,525,,53.69795
2009,525,,93.11541
2010,525,,57.45358
2011,525,,71.03928
2012,525,,70.20058
2003,526,,74.74759
2004,526,,30.73548
2005,526,,-24.97098
2006,526,,112.9454
2007,526,,109.8426
2008,526,,59.35535
2009,526,,103.9224
2010,526,,70.86464
2011,526,,94.26814
2012,526,,69.9132
2003,527,,77.70875
2004,527,,-5.779533
2005,527,,-16.57719
2006,527,,111.5781
2007,527,,107.4829
2008,527,,55.03874
2009,527,,107.888
2010,527,,65.77283
2011,527,,99.7229
2012,527,,78.25231
2003,528,,67.85361
2004,528,,9.165771
2005,528,,-7.618019
2006,528,,92.14855
2007,528,,115.3586
2008,528,,55.32093
2009,528,,106.3185
2010,528,,40.47571
2011,528,,104.7341
2012,528,,76.15928
2003,529,,64.23537
2004,529,,15.84228
2005,529,,-20.77696
2006,529,,110.6826
2007,529,,91.69109
2008,529,,40.14791
2009,529,,125.8038
2010,529,,36.19622
2011,529,,93.79162
2012,529,,74.27018
2003,530,,77.68829
2004,530,,19.78767
2005,530,,-17.89317
2006,530,,121.8027
2007,530,,107.5513
2008,530,,43.03319
2009,530,,119.694
2010,530,,59.99648
2011,530,,93.24796
2012,530,,76.28159
2003,531,,71.16393
2004,531,,25.51109
2005,531,,-16.72456
2006,531,,98.58739
2007,531,,104.1332
2008,531,,62.18953
2009,531,,103.98
2010,531,,52.15041
2011,531,,86.76061
2012,531,,72.76531
2003,532,,67.5247
2004,532,,-.5381012
2005,532,,12.50715
2006,532,,128.3741
2007,532,,121.4334
2008,532,,39.80656
2009,532,,110.4241
2010,532,,47.52209
2011,532,,77.57743
2012,532,,64.31066
2003,533,,78.58278
2004,533,,18.02902
2005,533,,-11.02329
2006,533,,99.32912
2007,533,,92.06228
2008,533,,54.32306
2009,533,,118.5514
2010,533,,54.07462
2011,533,,98.51012
2012,533,,77.35721
2003,534,,81.91177
2004,534,,11.80028
2005,534,,-16.56421
2006,534,,105.8095
2007,534,,104.9378
2008,534,,37.50055
2009,534,,106.737
2010,534,,47.17756
2011,534,,82.88704
2012,534,,73.80981
2003,535,,67.83837
2004,535,,-.1607361
2005,535,,-1.060989
2006,535,,121.3893
2007,535,,94.87976
2008,535,,43.29509
2009,535,,106.0247
2010,535,,58.59502
2011,535,,102.2853
2012,535,,79.56425
2003,536,,64.04501
2004,536,,7.699295
2005,536,,-13.71749
2006,536,,99.25374
2007,536,,90.21012
2008,536,,46.90783
2009,536,,108.6183
2010,536,,37.64055
2011,536,,94.92461
2012,536,,81.87125
2003,537,,55.63138
2004,537,,6.652603
2005,537,,-9.862709
2006,537,,99.44983
2007,537,,95.34025
2008,537,,42.66368
2009,537,,102.7005
2010,537,,60.28522
2011,537,,92.59872
2012,537,,81.65491
2003,538,,63.20407
2004,538,,11.53442
2005,538,,-22.35049
2006,538,,114.5698
2007,538,,108.7925
2008,538,,61.61216
2009,538,,106.1203
2010,538,,46.86236
2011,538,,102.1484
2012,538,,65.88832
2003,539,,83.07738
2004,539,,4.112305
2005,539,,-29.25132
2006,539,,103.6527
2007,539,,95.51893
2008,539,,46.46364
2009,539,,113.5598
2010,539,,56.45871
2011,539,,94.28474
2012,539,,84.29266
2003,540,,70.02322
2004,540,,7.208771
2005,540,,-4.507935
2006,540,,94.69135
2007,540,,100.1927
2008,540,,43.6046
2009,540,,98.00898
2010,540,,50.99747
2011,540,,101.4828
2012,540,,93.51656
2003,541,,93.20322
2004,541,,7.001778
2005,541,,-14.90115
2006,541,,108.9864
2007,541,,102.2569
2008,541,,65.37519
2009,541,,97.54747
2010,541,,45.18313
2011,541,,91.29986
2012,541,,90.81635
2003,542,,65.39921
2004,542,,15.85369
2005,542,,-3.858505
2006,542,,125.816
2007,542,,99.75093
2008,542,,46.87577
2009,542,,108.7374
2010,542,,61.44847
2011,542,,88.44633
2012,542,,94.58285
2003,543,,91.34551
2004,543,,.0176163
2005,543,,-25.82643
2006,543,,114.4889
2007,543,,109.3961
2008,543,,32.19243
2009,543,,95.10275
2010,543,,59.6458
2011,543,,83.95894
2012,543,,91.79465
2003,544,,71.84193
2004,544,,13.47134
2005,544,,-7.233101
2006,544,,125.9843
2007,544,,107.9661
2008,544,,44.45616
2009,544,,88.72584
2010,544,,44.3867
2011,544,,78.17146
2012,544,,62.72791
2003,545,,77.17407
2004,545,,2.208321
2005,545,,-25.26075
2006,545,,106.4356
2007,545,,94.83012
2008,545,,36.95389
2009,545,,84.14456
2010,545,,31.40004
2011,545,,89.227
2012,545,,87.90752
2003,546,,75.27342
2004,546,,24.44885
2005,546,,-12.2574
2006,546,,120.632
2007,546,,109.2891
2008,546,,38.34779
2009,546,,97.64834
2010,546,,59.38067
2011,546,,86.95918
2012,546,,85.53454
2003,547,,79.74869
2004,547,,13.35413
2005,547,,-10.11421
2006,547,,94.29002
2007,547,,96.96391
2008,547,,65.09123
2009,547,,97.54486
2010,547,,65.8235
2011,547,,98.48872
2012,547,,65.58364
2003,548,,81.31676
2004,548,,11.15492
2005,548,,-1.524933
2006,548,,108.31
2007,548,,94.63792
2008,548,,38.52238
2009,548,,121.7101
2010,548,,59.05317
2011,548,,102.0109
2012,548,,88.12601
2003,549,,79.50364
2004,549,,21.56503
2005,549,,-2.795349
2006,549,,105.8563
2007,549,,97.31239
2008,549,,48.83099
2009,549,,87.4285
2010,549,,56.59617
2011,549,,94.26047
2012,549,,85.84109
2003,550,,78.39675
2004,550,,.8896484
2005,550,,-3.736633
2006,550,,113.5469
2007,550,,87.56004
2008,550,,37.1395
2009,550,,100.0089
2010,550,,53.74831
2011,550,,87.08604
2012,550,,61.82001
2003,551,,74.98106
2004,551,,1.92112
2005,551,,-17.77502
2006,551,,126.5513
2007,551,,114.2851
2008,551,,55.20585
2009,551,,100.7311
2010,551,,44.52348
2011,551,,99.1855
2012,551,,64.66649
2003,552,,61.71429
2004,552,,17.05687
2005,552,,-17.05402
2006,552,,106.9417
2007,552,,98.84638
2008,552,,37.54497
2009,552,,117.7159
2010,552,,65.01762
2011,552,,106.3102
2012,552,,81.66102
2003,553,,63.43925
2004,553,,7.900436
2005,553,,2.943527
2006,553,,111.9478
2007,553,,83.36433
2008,553,,31.31264
2009,553,,108.5
2010,553,,57.03461
2011,553,,75.19677
2012,553,,72.75357
2003,554,,88.99494
2004,554,,-3.116806
2005,554,,-6.593437
2006,554,,123.4675
2007,554,,98.75082
2008,554,,39.1783
2009,554,,107.4734
2010,554,,56.19689
2011,554,,91.02579
2012,554,,93.26725
2003,555,,65.58419
2004,555,,3.145645
2005,555,,-14.42343
2006,555,,128.1302
2007,555,,99.22908
2008,555,,39.08633
2009,555,,103.6315
2010,555,,39.06497
2011,555,,100.748
2012,555,,87.13369
2003,556,,78.99761
2004,556,,10.09739
2005,556,,-12.52185
2006,556,,115.2501
2007,556,,93.81638
2008,556,,43.18695
2009,556,,102.4942
2010,556,,29.00773
2011,556,,87.6814
2012,556,,82.57333
2003,557,,67.86183
2004,557,,14.8922
2005,557,,-21.68919
2006,557,,100.57
2007,557,,109.7108
2008,557,,40.19062
2009,557,,103.378
2010,557,,61.60268
2011,557,,84.2513
2012,557,,91.11652
2003,558,,79.5026
2004,558,,-2.162376
2005,558,,-11.8632
2006,558,,106.6637
2007,558,,111.486
2008,558,,46.46791
2009,558,,101.5105
2010,558,,68.82654
2011,558,,87.13731
2012,558,,66.5481
2003,559,,81.62566
2004,559,,-6.099228
2005,559,,-9.625702
2006,559,,110.6725
2007,559,,113.1044
2008,559,,45.72173
2009,559,,104.5134
2010,559,,66.9987
2011,559,,83.4135
2012,559,,80.95509
2003,560,,61.41177
2004,560,,21.56769
2005,560,,1.662689
2006,560,,103.6255
2007,560,,94.07813
2008,560,,32.11551
2009,560,,102.0905
2010,560,,74.29726
2011,560,,91.58291
2012,560,,78.24878
2003,561,,82.7612
2004,561,,-8.319588
2005,561,,-2.649071
2006,561,,119.95
2007,561,,109.123
2008,561,,56.70641
2009,561,,101.5951
2010,561,,69.92083
2011,561,,100.6851
2012,561,,74.72425
2003,562,,73.81728
2004,562,,-14.27746
2005,562,,.827713
2006,562,,103.4738
2007,562,,97.73447
2008,562,,49.57109
2009,562,,108.4107
2010,562,,55.53104
2011,562,,78.6452
2012,562,,59.50336
2003,563,,44.76227
2004,563,,15.26441
2005,563,,-3.970673
2006,563,,108.0968
2007,563,,79.80408
2008,563,,52.4883
2009,563,,99.48619
2010,563,,47.38422
2011,563,,91.69873
2012,563,,93.09105
2003,564,,80.14055
2004,564,,6.378899
2005,564,,-21.13077
2006,564,,93.64532
2007,564,,117.3663
2008,564,,51.71651
2009,564,,116.5033
2010,564,,75.52518
2011,564,,82.03831
2012,564,,79.88823
2003,565,,68.72546
2004,565,,13.06532
2005,565,,-23.54859
2006,565,,99.08162
2007,565,,93.56345
2008,565,,73.14574
2009,565,,111.7341
2010,565,,58.33693
2011,565,,87.62521
2012,565,,75.98437
2003,566,,96.53542
2004,566,,-3.817833
2005,566,,-6.11496
2006,566,,105.1371
2007,566,,76.04163
2008,566,,46.62181
2009,566,,106.7212
2010,566,,47.47047
2011,566,,98.78001
2012,566,,76.09132
2003,567,,91.57516
2004,567,,-17.35135
2005,567,,-9.443207
2006,567,,124.2608
2007,567,,93.26373
2008,567,,51.106
2009,567,,108.0739
2010,567,,57.58152
2011,567,,90.34691
2012,567,,87.02427
2003,568,,83.36115
2004,568,,19.30709
2005,568,,-16.76245
2006,568,,102.0686
2007,568,,99.00904
2008,568,,34.00154
2009,568,,103.7016
2010,568,,54.93989
2011,568,,100.4052
2012,568,,87.56207
2003,569,,74.39975
2004,569,,-.5695801
2005,569,,-5.236519
2006,569,,138.9565
2007,569,,100.8443
2008,569,,52.50974
2009,569,,93.63843
2010,569,,48.87608
2011,569,,89.53772
2012,569,,69.83264
2003,570,,65.21581
2004,570,,10.79114
2005,570,,2.304306
2006,570,,110.8483
2007,570,,106.0561
2008,570,,52.83726
2009,570,,88.34614
2010,570,,54.11063
2011,570,,90.30129
2012,570,,73.59495
2003,571,,76.21877
2004,571,,21.856
2005,571,,.0128708
2006,571,,117.954
2007,571,,101.1632
2008,571,,47.92241
2009,571,,106.5612
2010,571,,59.76465
2011,571,,104.8324
2012,571,,81.48179
2003,572,,71.73726
2004,572,,14.99903
2005,572,,-5.154495
2006,572,,129.2677
2007,572,,104.4136
2008,572,,41.93169
2009,572,,113.8294
2010,572,,68.2491
2011,572,,98.66948
2012,572,,87.80424
2003,573,,66.25665
2004,573,,31.63974
2005,573,,-12.34237
2006,573,,138.4224
2007,573,,99.47596
2008,573,,43.93196
2009,573,,123.2618
2010,573,,59.18063
2011,573,,112.1071
2012,573,,66.19751
2003,574,,63.52612
2004,574,,6.540047
2005,574,,-3.08149
2006,574,,122.6612
2007,574,,102.1809
2008,574,,42.8887
2009,574,,108.6229
2010,574,,56.48103
2011,574,,86.95836
2012,574,,60.00823
2003,575,,77.86516
2004,575,,-5.331741
2005,575,,-35.5445
2006,575,,108.563
2007,575,,133.8988
2008,575,,50.22321
2009,575,,106.9526
2010,575,,42.8067
2011,575,,74.20457
2012,575,,86.43485
2003,576,,91.43926
2004,576,,15.97147
2005,576,,-17.38104
2006,576,,113.1245
2007,576,,94.76614
2008,576,,33.12147
2009,576,,96.90966
2010,576,,50.45277
2011,576,,98.86803
2012,576,,45.96632
2003,577,,67.52405
2004,577,,14.64388
2005,577,,-3.703499
2006,577,,118.5312
2007,577,,77.95431
2008,577,,55.01812
2009,577,,99.18557
2010,577,,48.34401
2011,577,,80.46471
2012,577,,83.94565
2003,578,,92.93581
2004,578,,23.20282
2005,578,,1.094292
2006,578,,111.6727
2007,578,,108.7353
2008,578,,53.24416
2009,578,,104.3183
2010,578,,49.09436
2011,578,,81.74242
2012,578,,72.01057
2003,579,,67.91985
2004,579,,-4.634674
2005,579,,-22.38868
2006,579,,116.8963
2007,579,,105.7916
2008,579,,41.49076
2009,579,,100.2489
2010,579,,55.15488
2011,579,,88.72236
2012,579,,77.26132
2003,580,,82.8258
2004,580,,10.73608
2005,580,,-12.43584
2006,580,,116.0796
2007,580,,108.7899
2008,580,,41.01952
2009,580,,107.368
2010,580,,56.24815
2011,580,,95.22794
2012,580,,83.78554
2003,581,,71.96862
2004,581,,-5.694229
2005,581,,-31.0364
2006,581,,98.78522
2007,581,,102.3576
2008,581,,44.53733
2009,581,,102.796
2010,581,,59.58162
2011,581,,83.35332
2012,581,,83.30413
2003,582,,76.99122
2004,582,,19.11012
2005,582,,-10.57945
2006,582,,94.07829
2007,582,,101.2209
2008,582,,31.67212
2009,582,,113.1151
2010,582,,59.63444
2011,582,,108.9741
2012,582,,66.13306
2003,583,,73.93703
2004,583,,16.41664
2005,583,,-19.67979
2006,583,,101.0149
2007,583,,103.3303
2008,583,,32.68352
2009,583,,96.71957
2010,583,,55.12998
2011,583,,100.0257
2012,583,,85.61514
2003,584,,55.35921
2004,584,,6.615967
2005,584,,-7.59079
2006,584,,113.9894
2007,584,,98.7372
2008,584,,58.52557
2009,584,,111.4205
2010,584,,47.53072
2011,584,,86.13973
2012,584,,98.57149
2003,585,,60.0874
2004,585,,13.00797
2005,585,,1.150429
2006,585,,133.3488
2007,585,,115.3104
2008,585,,50.9917
2009,585,,109.8313
2010,585,,65.96474
2011,585,,106.6721
2012,585,,91.75706
2003,586,,68.18756
2004,586,,15.21561
2005,586,,-17.37392
2006,586,,128.4117
2007,586,,103.3034
2008,586,,44.92682
2009,586,,114.9246
2010,586,,52.3479
2011,586,,78.8922
2012,586,,83.56012
2003,587,,77.21101
2004,587,,11.2216
2005,587,,-25.79782
2006,587,,102.8318
2007,587,,119.4652
2008,587,,51.26719
2009,587,,100.0837
2010,587,,55.30494
2011,587,,89.03209
2012,587,,88.1843
2003,588,,72.06908
2004,588,,-2.808746
2005,588,,-23.41914
2006,588,,107.6629
2007,588,,119.2141
2008,588,,59.27865
2009,588,,90.57138
2010,588,,58.23779
2011,588,,80.11111
2012,588,,77.02085
2003,589,,75.19996
2004,589,,23.68572
2005,589,,-4.146126
2006,589,,108.5798
2007,589,,120.8664
2008,589,,43.69032
2009,589,,103.702
2010,589,,54.49825
2011,589,,84.94729
2012,589,,89.60023
2003,590,,56.58163
2004,590,,19.45563
2005,590,,-39.24331
2006,590,,126.7959
2007,590,,99.22709
2008,590,,60.97803
2009,590,,109.3373
2010,590,,62.0071
2011,590,,100.2209
2012,590,,86.04816
2003,591,,84.38029
2004,591,,16.33528
2005,591,,2.240936
2006,591,,120.9313
2007,591,,106.9114
2008,591,,45.1291
2009,591,,95.72194
2010,591,,63.95139
2011,591,,93.4592
2012,591,,85.67686
2003,592,,80.44804
2004,592,,15.69052
2005,592,,.7325745
2006,592,,92.00757
2007,592,,117.2949
2008,592,,38.95845
2009,592,,99.96275
2010,592,,55.69554
2011,592,,89.73473
2012,592,,96.39815
2003,593,,73.36245
2004,593,,13.43389
2005,593,,-14.5802
2006,593,,114.9713
2007,593,,107.0193
2008,593,,53.66786
2009,593,,109.957
2010,593,,62.04635
2011,593,,78.77282
2012,593,,88.52634
2003,594,,81.1487
2004,594,,18.50602
2005,594,,-12.21487
2006,594,,117.1962
2007,594,,111.5314
2008,594,,44.78788
2009,594,,108.6364
2010,594,,63.06983
2011,594,,85.86328
2012,594,,82.49073
2003,595,,83.37919
2004,595,,3.637939
2005,595,,-12.47431
2006,595,,108.7751
2007,595,,108.7092
2008,595,,36.97982
2009,595,,110.2475
2010,595,,45.64182
2011,595,,61.08963
2012,595,,63.15848
2003,596,,74.07875
2004,596,,19.14727
2005,596,,-26.33994
2006,596,,112.1062
2007,596,,90.96382
2008,596,,45.04825
2009,596,,96.31274
2010,596,,47.98365
2011,596,,96.60579
2012,596,,87.92407
2003,597,,68.01377
2004,597,,21.73466
2005,597,,-21.32415
2006,597,,103.5715
2007,597,,111.581
2008,597,,50.12353
2009,597,,112.8216
2010,597,,60.72596
2011,597,,64.45576
2012,597,,81.49016
2003,598,,72.8987
2004,598,,23.24918
2005,598,,3.433807
2006,598,,114.7814
2007,598,,102.602
2008,598,,36.07386
2009,598,,112.3631
2010,598,,54.67854
2011,598,,97.45569
2012,598,,96.5514
2003,599,,64.09611
2004,599,,-.4146652
2005,599,,-26.25344
2006,599,,106.3442
2007,599,,114.1335
2008,599,,49.30255
2009,599,,109.5952
2010,599,,35.14897
2011,599,,97.47219
2012,599,,78.90401
